3.690187148635432290e+00,2.023754581709918954e-01,5.313068008907497752e-01,3.747926818647322911e+00,3.585757644636481944e-01,1.789799432314589600e+00,3.892736540083126417e+00,1.547187921553289380e-01,2.681379169272230190e+00,4.235550000000000814e+00,3.541213043006310457e-01,5.298618719060885773e+00,3.977137157430693737e+00,2.137031447447613752e-01,1.474985648407828309e+00,4.140256531296946818e+00,2.213471711641291917e-01,1.298227846162410160e+00,8.982813080133951467e-02,7.944196959222028509e-01,1.681835937499999711e-01,1.286612639934227309e-01,5.327934332238042359e-01,1.327604222837596992e-01,1.458095242125647117e-01,6.914207873536433457e-02,1.560324689051480473e-01,1.680878926167623244e-01,5.945525393415040244e-02,3.248824709786259923e-01,2.018357595036719132e-01,1.410363254161140223e-01,1.855068735624377241e-01,3.382499999999999951e-01,1.118787953743523023e-01,4.306240674325733764e+00,1.490006924146584644e-01,3.223934845607206241e-04,3.618552443253048555e-03,3.072941107306127045e-02
3.690187148635432290e+00,2.031571269090966247e-01,5.313068008907498863e-01,3.751423611524488333e+00,3.691274891453109608e-01,1.789799432314589378e+00,3.911987526378591706e+00,1.547187921553289380e-01,2.644698681458182321e+00,4.235550000000000814e+00,3.411364394361828256e-01,5.335618734729800750e+00,3.977137157430693737e+00,2.109087284285213193e-01,1.474985648407828087e+00,4.139564509475014198e+00,2.213471711641291362e-01,1.284808346518635291e+00,8.863334409448564433e-02,8.047464221720717070e-01,1.681835937499999711e-01,1.302413251881583967e-01,5.426842203506565543e-01,1.549462159627173763e-01,1.476336584756001991e-01,6.336508573144905565e-02,1.748383571026805028e-01,1.700847717473912279e-01,5.296689427943348377e-02,2.969538184403462955e-01,2.026920001218961709e-01,1.437090919665507949e-01,1.896205778062907688e-01,3.382499999999999951e-01,1.121412912601697648e-01,4.336133533112636940e+00,1.445418935892991141e-01,3.223934845607244189e-04,3.285989584269605798e-03,3.165933587423119117e-02
3.690187148635432290e+00,2.293559925470526062e-01,5.313068008907498863e-01,3.755010164886026125e+00,3.278442286774147507e-01,1.673218407936555074e+00,3.892736540083126417e+00,1.547187921553288825e-01,2.660688517467655778e+00,4.235550000000000814e+00,3.359252295655524856e-01,5.368542117022671256e+00,3.977137157430693737e+00,2.296907266382607893e-01,1.474985648407828087e+00,4.137594289964034111e+00,2.213471711641292194e-01,1.263612612077267494e+00,8.603658243545184159e-02,8.116793947938348852e-01,1.681835937499999434e-01,1.288622603485821139e-01,5.433434135574962687e-01,1.563864202580096396e-01,1.466744250672295524e-01,6.789151484996415464e-02,1.977066104683844194e-01,1.694769771215468568e-01,4.327101212159700089e-02,2.664015343453479678e-01,2.031248514194486376e-01,1.426106488053851540e-01,2.382812499999999445e-01,3.382499999999999951e-01,1.192098312423240936e-01,4.221580931954219018e+00,1.437581475671973197e-01,3.223934845607244189e-04,3.531821180435434047e-03,3.169265970196960547e-02
3.690187148635432290e+00,2.539492899841517271e-01,5.313068008907497752e-01,3.754640461887039926e+00,2.985187822856315010e-01,1.624639927195967282e+00,3.892736540083126417e+00,1.702382721664272569e-01,2.617630177930897251e+00,4.235550000000000814e+00,3.419794441131215335e-01,5.320452119838407157e+00,3.977137157430693737e+00,2.133807465727032004e-01,1.474985648407827865e+00,4.142398381157654796e+00,2.213471711641292194e-01,1.322539941876690106e+00,9.067641302435340556e-02,7.999068066145333944e-01,1.681835937499999434e-01,1.259670509990836740e-01,5.089575650550015595e-01,9.888948155319202127e-02,1.415451299639539362e-01,9.030142705397464775e-02,1.993256960810976808e-01,1.674971702272114449e-01,5.093236105154995419e-02,3.109451041321103504e-01,2.037544388453366995e-01,1.362991826177520349e-01,2.309353822734075690e-01,3.382499999999999951e-01,1.208443386186915380e-01,4.315840531273891223e+00,1.440179677897808208e-01,3.223934845607226299e-04,3.998410208234342948e-03,3.099183711081983719e-02
3.690187148635432290e+00,1.912974310357745678e-01,5.313068008907497752e-01,3.744744900453986336e+00,3.678034692168347664e-01,1.789799432314589600e+00,3.892736540083126417e+00,1.617326922022621349e-01,2.687491686093622434e+00,4.235550000000000814e+00,3.462799928937693728e-01,5.369426175657105560e+00,3.977137157430693737e+00,2.172881443973320170e-01,1.474985648407827865e+00,4.135585570899933394e+00,2.213471711641292194e-01,1.318357472260175633e+00,8.439636771594706544e-02,7.553211978786741332e-01,1.681835937499999711e-01,1.268000158417250667e-01,5.427320919959727208e-01,1.564257812499999789e-01,1.458149385260956166e-01,6.582490286183945161e-02,1.561333271197023753e-01,1.679725627695789480e-01,6.016011501785618887e-02,3.276796798827267820e-01,2.020264848346709219e-01,1.454085962791605013e-01,1.879911702318886046e-01,3.382499999999999951e-01,1.062916626606256187e-01,4.280174277812062833e+00,1.500908281294776880e-01,3.223934845607210578e-04,3.222399847262568187e-03,3.197888838274052375e-02
3.690187148635432290e+00,2.160090316613984818e-01,5.313068008907498863e-01,3.750410614923349595e+00,3.567744248183019051e-01,1.765839968019957018e+00,3.912736540083125991e+00,1.689038777607876907e-01,2.666932318808578284e+00,4.235550000000000814e+00,3.232605027143043430e-01,5.389220621711801051e+00,3.977137157430693737e+00,2.095956641661460840e-01,1.474985648407827865e+00,4.136183368708420183e+00,2.213471711641291917e-01,1.263589908328627720e+00,8.393552183325818372e-02,8.039766462230054644e-01,1.681835937499999711e-01,1.256234079775418455e-01,5.317730093279980919e-01,1.564257812499999789e-01,1.438234488549453849e-01,7.593673752083368589e-02,1.950642646201535269e-01,1.684772056249047023e-01,5.273475095753353548e-02,3.101015863663055816e-01,2.024315508165314970e-01,1.334356985744375446e-01,2.044729059303949104e-01,3.382500000000000506e-01,1.231482659804851998e-01,4.260460596469574313e+00,1.401430455552215015e-01,3.223934845607244189e-04,3.874742243739969644e-03,3.288568559505027772e-02
3.690187148635432290e+00,2.204612833175264297e-01,5.313068008907497752e-01,3.758639805246813292e+00,3.390016924446995761e-01,1.760812071225089204e+00,3.912736540083125991e+00,1.729184850117790051e-01,3.294992447612843378e+00,4.235550000000000814e+00,3.215331394123885911e-01,5.384612589679391270e+00,3.977394773515418258e+00,2.171677631865006064e-01,1.474985648407827643e+00,4.140597862546576913e+00,2.213471711641292194e-01,1.289838547233803423e+00,9.040316783286460323e-02,7.557272512994380742e-01,1.681835937499999711e-01,1.319565973992808394e-01,5.509594909032337062e-01,1.564257812499998956e-01,1.470905315192188589e-01,5.726531249999998463e-02,1.993256960810977640e-01,1.697499395011211054e-01,4.687106135450880978e-02,2.753959636817545076e-01,2.033421438149260740e-01,1.388469918468530073e-01,2.125243826897409705e-01,3.382499999999999951e-01,1.171899789768037631e-01,3.987859020579574754e+00,1.375870495758106105e-01,3.223934845607244189e-04,3.634429992550843817e-03,3.082601851072558352e-02
3.690187148635432290e+00,1.912974310357745955e-01,5.313068008907499973e-01,3.748851252087813002e+00,3.670915406003181225e-01,1.789799432314589600e+00,3.892736540083126417e+00,1.573907125762540604e-01,2.867772309231705563e+00,4.235550000000000814e+00,3.409052808279786628e-01,5.306617634107180237e+00,3.977137157430693737e+00,2.240065140057916626e-01,1.474985648407827865e+00,4.137753038872295619e+00,2.213471711641292194e-01,1.316315836005630402e+00,8.670323540064255041e-02,7.915566140530856387e-01,1.681835937499999434e-01,1.299832816260961810e-01,5.420323814163733323e-01,1.564257812499999512e-01,1.477446220577466884e-01,6.188607874332793801e-02,1.442425476819486074e-01,1.691929541089351452e-01,6.381927872964709980e-02,3.417968749999998890e-01,2.037878193370039337e-01,1.395848653064757361e-01,1.860770988950111726e-01,3.382499999999999951e-01,1.108470329631231488e-01,4.319744912983644269e+00,1.459880822084472229e-01,3.223934845607237683e-04,3.377303904493556778e-03,3.119831748615256237e-02
3.690187148635432290e+00,2.363688712521593571e-01,5.313068008907497752e-01,3.758229467590499251e+00,3.170287844554781631e-01,1.640704599664950081e+00,3.892736540083126417e+00,1.547187921553289103e-01,2.641996059251934703e+00,4.235550000000000814e+00,3.494683887631200858e-01,5.330026463897173272e+00,3.977137157430693737e+00,2.233878605663290329e-01,1.474985648407827643e+00,4.139739748279649412e+00,2.213471711641292194e-01,1.273510015947168839e+00,8.953647558927137207e-02,8.089414611520288068e-01,1.681835937499999711e-01,1.314151776309261388e-01,5.500705820853271089e-01,1.564257812499999789e-01,1.471491081897445541e-01,6.405896787686481131e-02,1.993256960810977918e-01,1.702125721973541395e-01,4.503462750580163043e-02,2.739492240573305759e-01,2.033925560089171192e-01,1.401568394435272757e-01,2.249003144652599318e-01,3.382499999999999951e-01,1.200342554729481870e-01,4.300346335656001884e+00,1.469702559905460559e-01,3.223934845607242562e-04,3.695143360166198206e-03,3.211514581977566174e-02
3.690187148635432290e+00,2.225565077616439014e-01,5.313068008907498863e-01,3.754480939848003018e+00,3.514143509288620848e-01,1.748359886125198770e+00,3.912736540083125991e+00,1.547187921553288825e-01,2.612432687929656439e+00,4.235550000000000814e+00,3.452337120100206214e-01,5.315432614665377642e+00,3.977137157430693737e+00,2.077214262217850493e-01,1.474985648407827865e+00,4.138305232316207949e+00,2.213471711641292194e-01,1.326837900133177373e+00,8.713499786536367531e-02,8.083424423541895054e-01,1.681835937499999711e-01,1.285588978862384213e-01,5.432620102678943352e-01,1.564257812499999789e-01,1.452239670171698582e-01,7.297358916737174683e-02,1.993256960810977640e-01,1.695677373326058279e-01,4.942553078770883790e-02,2.957391661320684650e-01,2.038879345846535962e-01,1.366684990640404940e-01,2.176840605600045553e-01,3.382499999999999951e-01,1.208511538774112715e-01,4.307691561741645359e+00,1.473002806034162948e-01,3.223934845607234431e-04,4.025274528979952415e-03,2.965305979892072022e-02
