,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPt Time,Temp 1,EV Temp,Unnamed: 10
121804,301,29,1071539.68,0.07,0.0,0.00015,2.55535,06/18/2019 8:18:22 PM,27.45,0.0,
121805,301,29,1071549.68,10.07,0.0002,0.075,2.62814,06/18/2019 8:18:32 PM,27.43,0.0,
121806,301,29,1071559.68,20.07,0.00041,0.075,2.66567,06/18/2019 8:18:42 PM,27.41,0.0,
121807,301,29,1071569.68,30.07,0.00062,0.075,2.69406,06/18/2019 8:18:52 PM,27.38,0.0,
121808,301,29,1071579.68,40.07,0.0008300000000000001,0.07499,2.71817,06/18/2019 8:19:02 PM,27.45,0.0,
121809,301,29,1071589.68,50.07,0.0010400000000000001,0.075,2.73922,06/18/2019 8:19:12 PM,27.43,0.0,
121810,301,29,1071599.68,60.07,0.00124,0.075,2.7583,06/18/2019 8:19:22 PM,27.43,0.0,
121811,301,29,1071609.68,70.07,0.00145,0.07499,2.7763,06/18/2019 8:19:32 PM,27.4,0.0,
121812,301,29,1071619.68,80.07,0.0016600000000000002,0.075,2.79324,06/18/2019 8:19:42 PM,27.43,0.0,
121813,301,29,1071629.68,90.07,0.00187,0.075,2.80972,06/18/2019 8:19:52 PM,27.4,0.0,
121814,301,29,1071639.68,100.07,0.0020800000000000003,0.07499,2.82559,06/18/2019 8:20:02 PM,27.48,0.0,
121815,301,29,1071649.68,110.07,0.00229,0.075,2.84115,06/18/2019 8:20:12 PM,27.46,0.0,
121816,301,29,1071659.68,120.07,0.00249,0.07499,2.85595,06/18/2019 8:20:22 PM,27.48,0.0,
121817,301,29,1071669.68,130.07,0.0027,0.075,2.87045,06/18/2019 8:20:33 PM,27.45,0.0,
121818,301,29,1071679.68,140.07,0.0029100000000000003,0.07499,2.88449,06/18/2019 8:20:42 PM,27.45,0.0,
121819,301,29,1071689.68,150.07,0.00312,0.075,2.8974599999999997,06/18/2019 8:20:52 PM,27.45,0.0,
121820,301,29,1071699.68,160.07,0.0033299999999999996,0.07499,2.90982,06/18/2019 8:21:02 PM,27.45,0.0,
121821,301,29,1071709.68,170.07,0.0035399999999999997,0.075,2.9211099999999997,06/18/2019 8:21:12 PM,27.48,0.0,
121822,301,29,1071719.68,180.07,0.00374,0.075,2.93149,06/18/2019 8:21:22 PM,27.48,0.0,
121823,301,29,1071729.68,190.07,0.00395,0.075,2.94095,06/18/2019 8:21:32 PM,27.51,0.0,
121824,301,29,1071739.68,200.07,0.0041600000000000005,0.075,2.94919,06/18/2019 8:21:42 PM,27.48,0.0,
121825,301,29,1071749.68,210.07,0.004370000000000001,0.075,2.9572700000000003,06/18/2019 8:21:52 PM,27.5,0.0,
121826,301,29,1071759.68,220.07,0.00458,0.075,2.96429,06/18/2019 8:22:02 PM,27.46,0.0,
121827,301,29,1071769.68,230.07,0.00479,0.07499,2.97086,06/18/2019 8:22:12 PM,27.5,0.0,
121828,301,29,1071779.68,240.07,0.00499,0.075,2.9771099999999997,06/18/2019 8:22:22 PM,27.45,0.0,
121829,301,29,1071789.68,250.07,0.0052,0.075,2.98322,06/18/2019 8:22:32 PM,27.48,0.0,
121830,301,29,1071799.68,260.07,0.00541,0.075,2.98825,06/18/2019 8:22:42 PM,27.43,0.0,
121831,301,29,1071809.68,270.07,0.00562,0.07499,2.9939,06/18/2019 8:22:52 PM,27.5,0.0,
121832,301,29,1071819.68,280.07,0.00583,0.075,2.99863,06/18/2019 8:23:02 PM,27.46,0.0,
121833,301,29,1071829.68,290.07,0.00604,0.075,3.00336,06/18/2019 8:23:12 PM,27.51,0.0,
121834,301,29,1071839.68,300.07,0.00624,0.075,3.00809,06/18/2019 8:23:22 PM,27.46,0.0,
121835,301,29,1071849.68,310.07,0.00645,0.07499,3.01251,06/18/2019 8:23:32 PM,27.5,0.0,
121836,301,29,1071859.68,320.07,0.006659999999999999,0.07499,3.01663,06/18/2019 8:23:42 PM,27.45,0.0,
121837,301,29,1071869.68,330.07,0.00687,0.07499,3.02136,06/18/2019 8:23:52 PM,27.46,0.0,
121838,301,29,1071879.68,340.07,0.0070799999999999995,0.075,3.02548,06/18/2019 8:24:02 PM,27.45,0.0,
121839,301,29,1071889.68,350.07,0.0072900000000000005,0.07501000000000001,3.0293,06/18/2019 8:24:12 PM,27.43,0.0,
121840,301,29,1071899.68,360.07,0.007490000000000001,0.075,3.03326,06/18/2019 8:24:22 PM,27.43,0.0,
121841,301,29,1071909.68,370.07,0.0077,0.075,3.03723,06/18/2019 8:24:32 PM,27.45,0.0,
121842,301,29,1071919.68,380.07,0.007909999999999999,0.075,3.04074,06/18/2019 8:24:42 PM,27.48,0.0,
121843,301,29,1071929.68,390.07,0.00812,0.075,3.0445599999999997,06/18/2019 8:24:52 PM,27.45,0.0,
121844,301,29,1071939.68,400.07,0.008329999999999999,0.075,3.04822,06/18/2019 8:25:02 PM,27.48,0.0,
121845,301,29,1071949.68,410.07,0.00854,0.07499,3.05203,06/18/2019 8:25:12 PM,27.43,0.0,
121846,301,29,1071959.68,420.07,0.008740000000000001,0.07501000000000001,3.05524,06/18/2019 8:25:22 PM,27.46,0.0,
121847,301,29,1071969.68,430.07,0.00895,0.075,3.0589,06/18/2019 8:25:32 PM,27.43,0.0,
121848,301,29,1071979.68,440.07,0.00916,0.075,3.06195,06/18/2019 8:25:42 PM,27.45,0.0,
121849,301,29,1071989.68,450.07,0.00937,0.075,3.06546,06/18/2019 8:25:52 PM,27.41,0.0,
121850,301,29,1071999.68,460.07,0.00958,0.075,3.06897,06/18/2019 8:26:02 PM,27.46,0.0,
121851,301,29,1072009.68,470.07,0.00979,0.07499,3.07187,06/18/2019 8:26:12 PM,27.43,0.0,
121852,301,29,1072019.68,480.07,0.00999,0.07499,3.07538,06/18/2019 8:26:22 PM,27.46,0.0,
121853,301,29,1072029.68,490.07,0.0102,0.07499,3.07843,06/18/2019 8:26:32 PM,27.43,0.0,
121854,301,29,1072039.68,500.07,0.010409999999999999,0.07499,3.08164,06/18/2019 8:26:42 PM,27.45,0.0,
121855,301,29,1072049.68,510.07,0.010620000000000001,0.075,3.08469,06/18/2019 8:26:52 PM,27.41,0.0,
121856,301,29,1072059.68,520.07,0.01083,0.075,3.08774,06/18/2019 8:27:02 PM,27.41,0.0,
121857,301,29,1072069.68,530.07,0.011040000000000001,0.07499,3.0909400000000002,06/18/2019 8:27:12 PM,27.4,0.0,
121858,301,29,1072079.68,540.07,0.01124,0.07501000000000001,3.094,06/18/2019 8:27:22 PM,27.4,0.0,
121859,301,29,1072089.68,550.07,0.01145,0.075,3.09689,06/18/2019 8:27:32 PM,27.38,0.0,
121860,301,29,1072099.68,560.07,0.01166,0.075,3.0994900000000003,06/18/2019 8:27:42 PM,27.38,0.0,
121861,301,29,1072109.68,570.07,0.01187,0.07499,3.10269,06/18/2019 8:27:52 PM,27.41,0.0,
121862,301,29,1072119.68,580.07,0.01208,0.075,3.10575,06/18/2019 8:28:02 PM,27.41,0.0,
