,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPt Time,Temp 1,EV Temp,Unnamed: 10
228021,601,31,2111336.61,0.07,0.0,-0.00015,4.19554,07/15/2019 1:17:11 AM,27.02,0.0,
228022,601,31,2111346.61,10.07,0.0002,-0.075,4.18975,07/15/2019 1:17:21 AM,26.97,0.0,
228023,601,31,2111356.61,20.07,0.00041,-0.07499,4.18761,07/15/2019 1:17:33 AM,26.98,0.0,
228024,601,31,2111366.61,30.07,0.00062,-0.075,4.1860800000000005,07/15/2019 1:17:41 AM,26.89,0.0,
228025,601,31,2111376.61,40.07,0.0008300000000000001,-0.07499,4.18502,07/15/2019 1:17:51 AM,26.93,0.0,
228026,601,31,2111386.61,50.07,0.0010400000000000001,-0.075,4.18395,07/15/2019 1:18:01 AM,26.87,0.0,
228027,601,31,2111396.61,60.07,0.00124,-0.075,4.1830300000000005,07/15/2019 1:18:11 AM,26.92,0.0,
228028,601,31,2111406.61,70.07,0.00145,-0.075,4.18227,07/15/2019 1:18:21 AM,26.89,0.0,
228029,601,31,2111416.61,80.07,0.0016600000000000002,-0.075,4.18181,07/15/2019 1:18:31 AM,26.93,0.0,
228030,601,31,2111426.61,90.07,0.00187,-0.075,4.18074,07/15/2019 1:18:41 AM,26.9,0.0,
228031,601,31,2111436.61,100.07,0.0020800000000000003,-0.075,4.1799800000000005,07/15/2019 1:18:51 AM,26.93,0.0,
228032,601,31,2111446.61,110.07,0.00229,-0.075,4.17967,07/15/2019 1:19:01 AM,26.93,0.0,
228033,601,31,2111456.61,120.07,0.00249,-0.075,4.17891,07/15/2019 1:19:11 AM,26.92,0.0,
228034,601,31,2111466.61,130.07,0.0027,-0.075,4.17845,07/15/2019 1:19:21 AM,26.95,0.0,
228035,601,31,2111476.61,140.07,0.0029100000000000003,-0.075,4.17815,07/15/2019 1:19:31 AM,26.93,0.0,
228036,601,31,2111486.61,150.07,0.00312,-0.075,4.17739,07/15/2019 1:19:41 AM,26.98,0.0,
228037,601,31,2111496.61,160.07,0.0033299999999999996,-0.075,4.17678,07/15/2019 1:19:51 AM,26.93,0.0,
228038,601,31,2111506.61,170.07,0.0035399999999999997,-0.07499,4.17647,07/15/2019 1:20:01 AM,26.95,0.0,
228039,601,31,2111516.61,180.07,0.00374,-0.075,4.17586,07/15/2019 1:20:11 AM,26.85,0.0,
228040,601,31,2111526.61,190.07,0.00395,-0.075,4.17525,07/15/2019 1:20:21 AM,26.92,0.0,
228041,601,31,2111536.61,200.07,0.0041600000000000005,-0.075,4.17479,07/15/2019 1:20:31 AM,26.87,0.0,
228042,601,31,2111546.61,210.07,0.004370000000000001,-0.07499,4.17464,07/15/2019 1:20:41 AM,26.93,0.0,
228043,601,31,2111556.61,220.07,0.00458,-0.075,4.17403,07/15/2019 1:20:51 AM,26.9,0.0,
228044,601,31,2111566.61,230.07,0.00479,-0.075,4.173719999999999,07/15/2019 1:21:01 AM,26.92,0.0,
228045,601,31,2111576.61,240.07,0.00499,-0.075,4.17327,07/15/2019 1:21:11 AM,26.9,0.0,
228046,601,31,2111586.61,250.07,0.0052,-0.075,4.17296,07/15/2019 1:21:21 AM,26.93,0.0,
228047,601,31,2111596.61,260.07,0.00541,-0.07499,4.1725,07/15/2019 1:21:31 AM,26.93,0.0,
228048,601,31,2111606.61,270.07,0.00562,-0.075,4.1722,07/15/2019 1:21:41 AM,26.92,0.0,
228049,601,31,2111616.61,280.07,0.00583,-0.075,4.17189,07/15/2019 1:21:51 AM,26.95,0.0,
228050,601,31,2111626.61,290.07,0.00604,-0.075,4.1714400000000005,07/15/2019 1:22:01 AM,26.93,0.0,
228051,601,31,2111636.61,300.07,0.00624,-0.075,4.17128,07/15/2019 1:22:11 AM,26.98,0.0,
228052,601,31,2111646.61,310.07,0.00645,-0.075,4.170669999999999,07/15/2019 1:22:21 AM,26.92,0.0,
228053,601,31,2111656.61,320.07,0.006659999999999999,-0.075,4.17037,07/15/2019 1:22:31 AM,26.9,0.0,
228054,601,31,2111666.61,330.07,0.00687,-0.07499,4.170059999999999,07/15/2019 1:22:41 AM,26.85,0.0,
228055,601,31,2111676.61,340.07,0.0070799999999999995,-0.075,4.16976,07/15/2019 1:22:51 AM,26.92,0.0,
228056,601,31,2111686.61,350.07,0.0072900000000000005,-0.075,4.16915,07/15/2019 1:23:01 AM,26.87,0.0,
228057,601,31,2111696.61,360.07,0.007490000000000001,-0.075,4.16899,07/15/2019 1:23:11 AM,26.92,0.0,
228058,601,31,2111706.61,370.07,0.0077,-0.07499,4.16884,07/15/2019 1:23:21 AM,26.9,0.0,
228059,601,31,2111716.61,380.07,0.007909999999999999,-0.075,4.16838,07/15/2019 1:23:31 AM,26.93,0.0,
228060,601,31,2111726.61,390.07,0.00812,-0.075,4.168080000000001,07/15/2019 1:23:41 AM,26.92,0.0,
228061,601,31,2111736.61,400.07,0.008329999999999999,-0.07501000000000001,4.16747,07/15/2019 1:23:51 AM,26.9,0.0,
228062,601,31,2111746.61,410.07,0.00854,-0.075,4.16732,07/15/2019 1:24:01 AM,26.92,0.0,
228063,601,31,2111756.61,420.07,0.008740000000000001,-0.075,4.167009999999999,07/15/2019 1:24:11 AM,26.92,0.0,
228064,601,31,2111766.61,430.07,0.00895,-0.075,4.1667,07/15/2019 1:24:21 AM,26.93,0.0,
228065,601,31,2111776.61,440.07,0.00916,-0.075,4.1664,07/15/2019 1:24:31 AM,26.9,0.0,
228066,601,31,2111786.61,450.07,0.00937,-0.075,4.1660900000000005,07/15/2019 1:24:41 AM,26.93,0.0,
228067,601,31,2111796.61,460.07,0.00958,-0.075,4.16579,07/15/2019 1:24:51 AM,26.89,0.0,
228068,601,31,2111806.61,470.07,0.00979,-0.075,4.16564,07/15/2019 1:25:01 AM,26.9,0.0,
228069,601,31,2111816.61,480.07,0.00999,-0.075,4.16518,07/15/2019 1:25:11 AM,26.84,0.0,
