,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPt Time,Temp 1,EV Temp,Unnamed: 10
128531,301,31,1138670.2,0.07,0.0,-0.00015,4.19646,06/19/2019 2:56:30 PM,27.21,0.0,
128532,301,31,1138680.2,10.07,0.0002,-0.075,4.19188,06/19/2019 2:56:40 PM,27.21,0.0,
128533,301,31,1138690.2,20.07,0.00041,-0.07499,4.19066,06/19/2019 2:56:50 PM,27.23,0.0,
128534,301,31,1138700.2,30.07,0.00062,-0.075,4.18959,06/19/2019 2:57:00 PM,27.2,0.0,
128535,301,31,1138710.2,40.07,0.0008300000000000001,-0.075,4.18883,06/19/2019 2:57:10 PM,27.23,0.0,
128536,301,31,1138720.2,50.07,0.0010400000000000001,-0.075,4.18791,06/19/2019 2:57:20 PM,27.18,0.0,
128537,301,31,1138730.2,60.07,0.00124,-0.075,4.18746,06/19/2019 2:57:30 PM,27.21,0.0,
128538,301,31,1138740.2,70.07,0.00145,-0.075,4.187,06/19/2019 2:57:40 PM,27.18,0.0,
128539,301,31,1138750.2,80.07,0.0016600000000000002,-0.075,4.18654,06/19/2019 2:57:50 PM,27.21,0.0,
128540,301,31,1138760.2,90.07,0.00187,-0.07499,4.18578,06/19/2019 2:58:00 PM,27.16,0.0,
128541,301,31,1138770.2,100.07,0.0020800000000000003,-0.07499,4.18532,06/19/2019 2:58:10 PM,27.18,0.0,
128542,301,31,1138780.2,110.07,0.00229,-0.07499,4.18486,06/19/2019 2:58:20 PM,27.16,0.0,
128543,301,31,1138790.2,120.07,0.00249,-0.075,4.18441,06/19/2019 2:58:30 PM,27.18,0.0,
128544,301,31,1138800.2,130.07,0.0027,-0.075,4.18395,06/19/2019 2:58:40 PM,27.2,0.0,
128545,301,31,1138810.2,140.07,0.0029100000000000003,-0.07499,4.1836400000000005,06/19/2019 2:58:50 PM,27.26,0.0,
128546,301,31,1138820.2,150.07,0.00312,-0.075,4.18334,06/19/2019 2:59:00 PM,27.26,0.0,
128547,301,31,1138830.2,160.07,0.0033299999999999996,-0.075,4.18288,06/19/2019 2:59:10 PM,27.25,0.0,
128548,301,31,1138840.2,170.07,0.0035399999999999997,-0.07499,4.182119999999999,06/19/2019 2:59:20 PM,27.28,0.0,
128549,301,31,1138850.2,180.07,0.00374,-0.075,4.18181,06/19/2019 2:59:30 PM,27.26,0.0,
128550,301,31,1138860.2,190.07,0.00395,-0.075,4.18151,06/19/2019 2:59:40 PM,27.28,0.0,
128551,301,31,1138870.2,200.07,0.0041600000000000005,-0.075,4.1812,06/19/2019 2:59:50 PM,27.26,0.0,
128552,301,31,1138880.2,210.07,0.004370000000000001,-0.075,4.1809,06/19/2019 3:00:00 PM,27.3,0.0,
128553,301,31,1138890.2,220.07,0.00458,-0.075,4.18044,06/19/2019 3:00:10 PM,27.26,0.0,
128554,301,31,1138900.2,230.07,0.00479,-0.075,4.18029,06/19/2019 3:00:20 PM,27.3,0.0,
128555,301,31,1138910.2,240.07,0.00499,-0.075,4.17983,06/19/2019 3:00:30 PM,27.26,0.0,
128556,301,31,1138920.2,250.07,0.0052,-0.075,4.17967,06/19/2019 3:00:40 PM,27.23,0.0,
128557,301,31,1138930.2,260.07,0.00541,-0.075,4.17922,06/19/2019 3:00:50 PM,27.2,0.0,
128558,301,31,1138940.2,270.07,0.00562,-0.075,4.17922,06/19/2019 3:01:00 PM,27.26,0.0,
128559,301,31,1138950.2,280.07,0.00583,-0.075,4.17876,06/19/2019 3:01:10 PM,27.23,0.0,
128560,301,31,1138960.2,290.07,0.00604,-0.075,4.178,06/19/2019 3:01:20 PM,27.21,0.0,
128561,301,31,1138970.2,300.07,0.00624,-0.075,4.178,06/19/2019 3:01:30 PM,27.25,0.0,
128562,301,31,1138980.2,310.07,0.00645,-0.075,4.17739,06/19/2019 3:01:40 PM,27.26,0.0,
128563,301,31,1138990.2,320.07,0.006659999999999999,-0.075,4.177230000000001,06/19/2019 3:01:50 PM,27.28,0.0,
128564,301,31,1139000.2,330.07,0.00687,-0.075,4.17678,06/19/2019 3:02:00 PM,27.25,0.0,
128565,301,31,1139010.2,340.07,0.0070799999999999995,-0.075,4.17678,06/19/2019 3:02:10 PM,27.28,0.0,
128566,301,31,1139020.2,350.07,0.0072900000000000005,-0.075,4.17632,06/19/2019 3:02:20 PM,27.25,0.0,
128567,301,31,1139030.2,360.07,0.007490000000000001,-0.075,4.17617,06/19/2019 3:02:30 PM,27.26,0.0,
128568,301,31,1139040.2,370.07,0.0077,-0.075,4.17601,06/19/2019 3:02:40 PM,27.25,0.0,
128569,301,31,1139050.2,380.07,0.007909999999999999,-0.07499,4.1754,06/19/2019 3:02:50 PM,27.26,0.0,
128570,301,31,1139060.2,390.07,0.00812,-0.075,4.17525,06/19/2019 3:03:00 PM,27.26,0.0,
128571,301,31,1139070.2,400.07,0.008329999999999999,-0.075,4.1751,06/19/2019 3:03:10 PM,27.26,0.0,
128572,301,31,1139080.2,410.07,0.00854,-0.075,4.17464,06/19/2019 3:03:20 PM,27.25,0.0,
