,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPt Time,Temp 1,EV Temp,Unnamed: 10
128547,301,31,1138944.23,0.07,0.0,-0.00015,4.1963099999999995,06/19/2019 3:01:47 PM,27.38,0.0,
128548,301,31,1138954.23,10.07,0.0002,-0.075,4.19203,06/19/2019 3:01:57 PM,27.36,0.0,
128549,301,31,1138964.23,20.07,0.00041,-0.075,4.19066,06/19/2019 3:02:07 PM,27.38,0.0,
128550,301,31,1138974.23,30.07,0.00062,-0.07501000000000001,4.18959,06/19/2019 3:02:17 PM,27.35,0.0,
128551,301,31,1138984.23,40.07,0.0008300000000000001,-0.07499,4.188680000000001,06/19/2019 3:02:27 PM,27.35,0.0,
128552,301,31,1138994.23,50.07,0.0010400000000000001,-0.075,4.18807,06/19/2019 3:02:37 PM,27.33,0.0,
128553,301,31,1139004.23,60.07,0.00124,-0.075,4.18746,06/19/2019 3:02:47 PM,27.36,0.0,
128554,301,31,1139014.23,70.07,0.00145,-0.075,4.187,06/19/2019 3:02:57 PM,27.3,0.0,
128555,301,31,1139024.23,80.07,0.0016600000000000002,-0.07499,4.18624,06/19/2019 3:03:07 PM,27.28,0.0,
128556,301,31,1139034.23,90.07,0.00187,-0.075,4.18578,06/19/2019 3:03:17 PM,27.3,0.0,
128557,301,31,1139044.23,100.07,0.0020800000000000003,-0.075,4.18532,06/19/2019 3:03:27 PM,27.28,0.0,
128558,301,31,1139054.23,110.07,0.00229,-0.075,4.185169999999999,06/19/2019 3:03:37 PM,27.31,0.0,
128559,301,31,1139064.23,120.07,0.00249,-0.075,4.18471,06/19/2019 3:03:47 PM,27.31,0.0,
128560,301,31,1139074.23,130.07,0.0027,-0.075,4.1841,06/19/2019 3:03:57 PM,27.35,0.0,
128561,301,31,1139084.23,140.07,0.0029100000000000003,-0.07499,4.1836400000000005,06/19/2019 3:04:07 PM,27.31,0.0,
128562,301,31,1139094.23,150.07,0.00312,-0.075,4.18334,06/19/2019 3:04:17 PM,27.35,0.0,
128563,301,31,1139104.23,160.07,0.0033299999999999996,-0.07499,4.18273,06/19/2019 3:04:27 PM,27.3,0.0,
128564,301,31,1139114.23,170.07,0.0035399999999999997,-0.075,4.18257,06/19/2019 3:04:37 PM,27.31,0.0,
128565,301,31,1139124.23,180.07,0.00374,-0.075,4.182119999999999,06/19/2019 3:04:47 PM,27.28,0.0,
128566,301,31,1139134.23,190.07,0.00395,-0.07499,4.18166,06/19/2019 3:04:57 PM,27.31,0.0,
128567,301,31,1139144.23,200.07,0.0041600000000000005,-0.075,4.18151,06/19/2019 3:05:07 PM,27.3,0.0,
128568,301,31,1139154.23,210.07,0.004370000000000001,-0.075,4.1812,06/19/2019 3:05:17 PM,27.33,0.0,
128569,301,31,1139164.23,220.07,0.00458,-0.07499,4.18074,06/19/2019 3:05:27 PM,27.33,0.0,
128570,301,31,1139174.23,230.07,0.00479,-0.075,4.1799800000000005,06/19/2019 3:05:37 PM,27.33,0.0,
128571,301,31,1139184.23,240.07,0.00499,-0.075,4.1799800000000005,06/19/2019 3:05:47 PM,27.35,0.0,
128572,301,31,1139194.23,250.07,0.0052,-0.075,4.17937,06/19/2019 3:05:57 PM,27.33,0.0,
128573,301,31,1139204.23,260.07,0.00541,-0.075,4.17967,06/19/2019 3:06:07 PM,27.36,0.0,
128574,301,31,1139214.23,270.07,0.00562,-0.07499,4.17906,06/19/2019 3:06:17 PM,27.35,0.0,
128575,301,31,1139224.23,280.07,0.00583,-0.075,4.17861,06/19/2019 3:06:27 PM,27.31,0.0,
128576,301,31,1139234.23,290.07,0.00604,-0.075,4.1783,06/19/2019 3:06:37 PM,27.26,0.0,
128577,301,31,1139244.23,300.07,0.00624,-0.07499,4.1783,06/19/2019 3:06:47 PM,27.3,0.0,
128578,301,31,1139254.23,310.07,0.00645,-0.075,4.1775400000000005,06/19/2019 3:06:57 PM,27.26,0.0,
128579,301,31,1139264.23,320.07,0.006659999999999999,-0.075,4.1775400000000005,06/19/2019 3:07:07 PM,27.33,0.0,
128580,301,31,1139274.23,330.07,0.00687,-0.07499,4.17708,06/19/2019 3:07:17 PM,27.31,0.0,
128581,301,31,1139284.23,340.07,0.0070799999999999995,-0.07499,4.1769300000000005,06/19/2019 3:07:27 PM,27.35,0.0,
128582,301,31,1139294.23,350.07,0.0072900000000000005,-0.07499,4.17662,06/19/2019 3:07:37 PM,27.31,0.0,
128583,301,31,1139304.23,360.07,0.007490000000000001,-0.075,4.17632,06/19/2019 3:07:47 PM,27.3,0.0,
128584,301,31,1139314.23,370.07,0.0077,-0.075,4.17601,06/19/2019 3:07:57 PM,27.28,0.0,
128585,301,31,1139324.23,380.07,0.007909999999999999,-0.07499,4.17556,06/19/2019 3:08:07 PM,27.3,0.0,
128586,301,31,1139334.23,390.07,0.00812,-0.075,4.17556,06/19/2019 3:08:17 PM,27.31,0.0,
128587,301,31,1139344.23,400.07,0.008329999999999999,-0.075,4.1751,06/19/2019 3:08:27 PM,27.31,0.0,
128588,301,31,1139354.23,410.07,0.00854,-0.075,4.17494,06/19/2019 3:08:37 PM,27.36,0.0,
128589,301,31,1139364.23,420.07,0.008740000000000001,-0.075,4.17433,06/19/2019 3:08:47 PM,27.33,0.0,
128590,301,31,1139374.23,430.07,0.00895,-0.075,4.174180000000001,06/19/2019 3:08:57 PM,27.3,0.0,
128591,301,31,1139384.23,440.07,0.00916,-0.075,4.173719999999999,06/19/2019 3:09:07 PM,27.26,0.0,
128592,301,31,1139394.23,450.07,0.00937,-0.075,4.17357,06/19/2019 3:09:17 PM,27.3,0.0,
128593,301,31,1139404.23,460.07,0.00958,-0.075,4.17342,06/19/2019 3:09:27 PM,27.26,0.0,
128594,301,31,1139414.23,470.07,0.00979,-0.075,4.17281,06/19/2019 3:09:37 PM,27.3,0.0,
128595,301,31,1139424.23,480.07,0.00999,-0.07499,4.17266,06/19/2019 3:09:47 PM,27.28,0.0,
128596,301,31,1139434.23,490.07,0.0102,-0.075,4.1725,06/19/2019 3:09:57 PM,27.3,0.0,
128597,301,31,1139444.23,500.07,0.010409999999999999,-0.075,4.17205,06/19/2019 3:10:07 PM,27.31,0.0,
128598,301,31,1139454.23,510.07,0.010620000000000001,-0.075,4.17189,06/19/2019 3:10:17 PM,27.31,0.0,
128599,301,31,1139464.23,520.07,0.01083,-0.07499,4.17174,06/19/2019 3:10:27 PM,27.3,0.0,
128600,301,31,1139474.23,530.07,0.011040000000000001,-0.075,4.17128,06/19/2019 3:10:37 PM,27.3,0.0,
128601,301,31,1139484.23,540.07,0.01124,-0.075,4.17128,06/19/2019 3:10:47 PM,27.3,0.0,
128602,301,31,1139494.23,550.07,0.01145,-0.07499,4.17098,06/19/2019 3:10:57 PM,27.28,0.0,
128603,301,31,1139504.23,560.07,0.01166,-0.075,4.17082,06/19/2019 3:11:07 PM,27.33,0.0,
128604,301,31,1139514.23,570.07,0.01187,-0.075,4.170669999999999,06/19/2019 3:11:17 PM,27.3,0.0,
128605,301,31,1139524.23,580.07,0.01208,-0.07499,4.17037,06/19/2019 3:11:27 PM,27.35,0.0,
128606,301,31,1139534.23,590.07,0.01229,-0.075,4.17037,06/19/2019 3:11:37 PM,27.31,0.0,
128607,301,31,1139544.23,600.07,0.012490000000000001,-0.075,4.16976,06/19/2019 3:11:47 PM,27.35,0.0,
