,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPT Time
23303,1,14,  1d 05:26:18.18,  0d 05:02:20.06,0.378,0.075,3.628,8/19/2020 0:47
23304,1,14,  1d 05:26:28.18,  0d 05:02:30.06,0.378,0.075,3.629,8/19/2020 0:47
23305,1,14,  1d 05:26:38.18,  0d 05:02:40.06,0.378,0.075,3.629,8/19/2020 0:48
23306,1,14,  1d 05:26:48.18,  0d 05:02:50.06,0.378,0.075,3.629,8/19/2020 0:48
23307,1,14,  1d 05:26:58.18,  0d 05:03:0.06,0.379,0.075,3.629,8/19/2020 0:48
23308,1,14,  1d 05:27:8.18,  0d 05:03:10.06,0.379,0.075,3.629,8/19/2020 0:48
23309,1,14,  1d 05:27:18.18,  0d 05:03:20.06,0.379,0.075,3.629,8/19/2020 0:48
23310,1,14,  1d 05:27:28.18,  0d 05:03:30.06,0.379,0.075,3.629,8/19/2020 0:48
23311,1,14,  1d 05:27:38.18,  0d 05:03:40.06,0.38,0.075,3.629,8/19/2020 0:49
23312,1,14,  1d 05:27:48.18,  0d 05:03:50.06,0.38,0.075,3.629,8/19/2020 0:49
23313,1,14,  1d 05:27:58.18,  0d 05:04:0.06,0.38,0.075,3.629,8/19/2020 0:49
23314,1,14,  1d 05:28:8.18,  0d 05:04:10.06,0.38,0.075,3.629,8/19/2020 0:49
23315,1,14,  1d 05:28:18.18,  0d 05:04:20.06,0.38,0.075,3.629,8/19/2020 0:49
23316,1,14,  1d 05:28:28.18,  0d 05:04:30.06,0.381,0.075,3.629,8/19/2020 0:49
23317,1,14,  1d 05:28:38.18,  0d 05:04:40.06,0.381,0.075,3.629,8/19/2020 0:50
23318,1,14,  1d 05:28:48.18,  0d 05:04:50.06,0.381,0.075,3.629,8/19/2020 0:50
23319,1,14,  1d 05:28:58.18,  0d 05:05:0.06,0.381,0.075,3.629,8/19/2020 0:50
23320,1,14,  1d 05:29:8.18,  0d 05:05:10.06,0.381,0.075,3.629,8/19/2020 0:50
23321,1,14,  1d 05:29:18.18,  0d 05:05:20.06,0.382,0.075,3.629,8/19/2020 0:50
23322,1,14,  1d 05:29:28.18,  0d 05:05:30.06,0.382,0.075,3.629,8/19/2020 0:50
23323,1,14,  1d 05:29:38.18,  0d 05:05:40.06,0.382,0.075,3.629,8/19/2020 0:51
23324,1,14,  1d 05:29:48.18,  0d 05:05:50.06,0.382,0.075,3.63,8/19/2020 0:51
23325,1,14,  1d 05:29:58.18,  0d 05:06:0.06,0.382,0.075,3.63,8/19/2020 0:51
23326,1,14,  1d 05:30:8.18,  0d 05:06:10.06,0.383,0.075,3.63,8/19/2020 0:51
23327,1,14,  1d 05:30:18.18,  0d 05:06:20.06,0.383,0.075,3.63,8/19/2020 0:51
23328,1,14,  1d 05:30:28.18,  0d 05:06:30.06,0.383,0.075,3.63,8/19/2020 0:51
23329,1,14,  1d 05:30:38.18,  0d 05:06:40.06,0.383,0.075,3.63,8/19/2020 0:52
23330,1,14,  1d 05:30:48.18,  0d 05:06:50.06,0.383,0.075,3.63,8/19/2020 0:52
23331,1,14,  1d 05:30:58.18,  0d 05:07:0.06,0.384,0.075,3.63,8/19/2020 0:52
23332,1,14,  1d 05:31:8.18,  0d 05:07:10.06,0.384,0.075,3.63,8/19/2020 0:52
23333,1,14,  1d 05:31:18.18,  0d 05:07:20.06,0.384,0.075,3.63,8/19/2020 0:52
23334,1,14,  1d 05:31:28.18,  0d 05:07:30.06,0.384,0.075,3.63,8/19/2020 0:52
23335,1,14,  1d 05:31:38.18,  0d 05:07:40.06,0.385,0.075,3.63,8/19/2020 0:53
23336,1,14,  1d 05:31:48.18,  0d 05:07:50.06,0.385,0.075,3.63,8/19/2020 0:53
23337,1,14,  1d 05:31:58.18,  0d 05:08:0.06,0.385,0.075,3.631,8/19/2020 0:53
23338,1,14,  1d 05:32:8.18,  0d 05:08:10.06,0.385,0.075,3.63,8/19/2020 0:53
23339,1,14,  1d 05:32:18.18,  0d 05:08:20.06,0.385,0.075,3.631,8/19/2020 0:53
23340,1,14,  1d 05:32:28.18,  0d 05:08:30.06,0.386,0.075,3.631,8/19/2020 0:53
23341,1,14,  1d 05:32:38.18,  0d 05:08:40.06,0.386,0.075,3.63,8/19/2020 0:54
23342,1,14,  1d 05:32:48.18,  0d 05:08:50.06,0.386,0.075,3.631,8/19/2020 0:54
23343,1,14,  1d 05:32:58.18,  0d 05:09:0.06,0.386,0.075,3.631,8/19/2020 0:54
23344,1,14,  1d 05:33:8.18,  0d 05:09:10.06,0.386,0.075,3.631,8/19/2020 0:54
23345,1,14,  1d 05:33:18.18,  0d 05:09:20.06,0.387,0.075,3.631,8/19/2020 0:54
23346,1,14,  1d 05:33:28.18,  0d 05:09:30.06,0.387,0.075,3.631,8/19/2020 0:54
23347,1,14,  1d 05:33:38.18,  0d 05:09:40.06,0.387,0.075,3.631,8/19/2020 0:55
23348,1,14,  1d 05:33:48.18,  0d 05:09:50.06,0.387,0.075,3.631,8/19/2020 0:55
23349,1,14,  1d 05:33:58.18,  0d 05:10:0.06,0.387,0.075,3.631,8/19/2020 0:55
23350,1,14,  1d 05:34:8.18,  0d 05:10:10.06,0.388,0.075,3.631,8/19/2020 0:55
23351,1,14,  1d 05:34:18.18,  0d 05:10:20.06,0.388,0.075,3.631,8/19/2020 0:55
23352,1,14,  1d 05:34:28.18,  0d 05:10:30.06,0.388,0.075,3.631,8/19/2020 0:55
23353,1,14,  1d 05:34:38.18,  0d 05:10:40.06,0.388,0.075,3.631,8/19/2020 0:56
23354,1,14,  1d 05:34:48.18,  0d 05:10:50.06,0.388,0.075,3.631,8/19/2020 0:56
23355,1,14,  1d 05:34:58.18,  0d 05:11:0.06,0.389,0.075,3.631,8/19/2020 0:56
23356,1,14,  1d 05:35:8.18,  0d 05:11:10.06,0.389,0.075,3.631,8/19/2020 0:56
23357,1,14,  1d 05:35:18.18,  0d 05:11:20.06,0.389,0.075,3.632,8/19/2020 0:56
23358,1,14,  1d 05:35:28.18,  0d 05:11:30.06,0.389,0.075,3.632,8/19/2020 0:56
23359,1,14,  1d 05:35:38.18,  0d 05:11:40.06,0.39,0.075,3.631,8/19/2020 0:57
23360,1,14,  1d 05:35:48.18,  0d 05:11:50.06,0.39,0.075,3.632,8/19/2020 0:57
23361,1,14,  1d 05:35:58.18,  0d 05:12:0.06,0.39,0.075,3.632,8/19/2020 0:57
23362,1,14,  1d 05:36:8.18,  0d 05:12:10.06,0.39,0.075,3.632,8/19/2020 0:57
23363,1,14,  1d 05:36:18.18,  0d 05:12:20.06,0.39,0.075,3.632,8/19/2020 0:57
23364,1,14,  1d 05:36:28.18,  0d 05:12:30.06,0.391,0.075,3.632,8/19/2020 0:57
23365,1,14,  1d 05:36:38.18,  0d 05:12:40.06,0.391,0.075,3.632,8/19/2020 0:58
23366,1,14,  1d 05:36:48.18,  0d 05:12:50.06,0.391,0.075,3.632,8/19/2020 0:58
23367,1,14,  1d 05:36:58.18,  0d 05:13:0.06,0.391,0.075,3.632,8/19/2020 0:58
23368,1,14,  1d 05:37:8.18,  0d 05:13:10.06,0.391,0.075,3.632,8/19/2020 0:58
23369,1,14,  1d 05:37:18.18,  0d 05:13:20.06,0.392,0.075,3.632,8/19/2020 0:58
23370,1,14,  1d 05:37:28.18,  0d 05:13:30.06,0.392,0.075,3.632,8/19/2020 0:58
23371,1,14,  1d 05:37:38.18,  0d 05:13:40.06,0.392,0.075,3.632,8/19/2020 0:59
23372,1,14,  1d 05:37:48.18,  0d 05:13:50.06,0.392,0.075,3.632,8/19/2020 0:59
23373,1,14,  1d 05:37:58.18,  0d 05:14:0.06,0.392,0.075,3.632,8/19/2020 0:59
23374,1,14,  1d 05:38:8.18,  0d 05:14:10.06,0.393,0.075,3.632,8/19/2020 0:59
23375,1,14,  1d 05:38:18.18,  0d 05:14:20.06,0.393,0.075,3.632,8/19/2020 0:59
23376,1,14,  1d 05:38:28.18,  0d 05:14:30.06,0.393,0.075,3.633,8/19/2020 0:59
23377,1,14,  1d 05:38:38.18,  0d 05:14:40.06,0.393,0.075,3.633,8/19/2020 1:00
23378,1,14,  1d 05:38:48.18,  0d 05:14:50.06,0.393,0.075,3.633,8/19/2020 1:00
23379,1,14,  1d 05:38:58.18,  0d 05:15:0.06,0.394,0.075,3.633,8/19/2020 1:00
23380,1,14,  1d 05:39:8.18,  0d 05:15:10.06,0.394,0.075,3.633,8/19/2020 1:00
23381,1,14,  1d 05:39:18.18,  0d 05:15:20.06,0.394,0.075,3.633,8/19/2020 1:00
23382,1,14,  1d 05:39:28.18,  0d 05:15:30.06,0.394,0.075,3.633,8/19/2020 1:00
23383,1,14,  1d 05:39:38.18,  0d 05:15:40.06,0.395,0.075,3.633,8/19/2020 1:01
23384,1,14,  1d 05:39:48.18,  0d 05:15:50.06,0.395,0.075,3.633,8/19/2020 1:01
23385,1,14,  1d 05:39:58.18,  0d 05:16:0.06,0.395,0.075,3.633,8/19/2020 1:01
23386,1,14,  1d 05:40:8.18,  0d 05:16:10.06,0.395,0.075,3.633,8/19/2020 1:01
23387,1,14,  1d 05:40:18.18,  0d 05:16:20.06,0.395,0.075,3.633,8/19/2020 1:01
23388,1,14,  1d 05:40:28.18,  0d 05:16:30.06,0.396,0.075,3.633,8/19/2020 1:01
23389,1,14,  1d 05:40:38.18,  0d 05:16:40.06,0.396,0.075,3.633,8/19/2020 1:02
23390,1,14,  1d 05:40:48.18,  0d 05:16:50.06,0.396,0.075,3.633,8/19/2020 1:02
23391,1,14,  1d 05:40:58.18,  0d 05:17:0.06,0.396,0.075,3.633,8/19/2020 1:02
23392,1,14,  1d 05:41:8.18,  0d 05:17:10.06,0.396,0.075,3.633,8/19/2020 1:02
23393,1,14,  1d 05:41:18.18,  0d 05:17:20.06,0.397,0.075,3.634,8/19/2020 1:02
23394,1,14,  1d 05:41:28.18,  0d 05:17:30.06,0.397,0.075,3.634,8/19/2020 1:02
23395,1,14,  1d 05:41:38.18,  0d 05:17:40.06,0.397,0.075,3.633,8/19/2020 1:03
23396,1,14,  1d 05:41:48.18,  0d 05:17:50.06,0.397,0.075,3.634,8/19/2020 1:03
23397,1,14,  1d 05:41:58.18,  0d 05:18:0.06,0.397,0.075,3.634,8/19/2020 1:03
23398,1,14,  1d 05:42:8.18,  0d 05:18:10.06,0.398,0.075,3.634,8/19/2020 1:03
23399,1,14,  1d 05:42:18.18,  0d 05:18:20.06,0.398,0.075,3.634,8/19/2020 1:03
23400,1,14,  1d 05:42:28.18,  0d 05:18:30.06,0.398,0.075,3.634,8/19/2020 1:03
23401,1,14,  1d 05:42:38.18,  0d 05:18:40.06,0.398,0.075,3.634,8/19/2020 1:04
23402,1,14,  1d 05:42:48.18,  0d 05:18:50.06,0.398,0.075,3.634,8/19/2020 1:04
23403,1,14,  1d 05:42:58.18,  0d 05:19:0.06,0.399,0.075,3.634,8/19/2020 1:04
23404,1,14,  1d 05:43:8.18,  0d 05:19:10.06,0.399,0.075,3.634,8/19/2020 1:04
23405,1,14,  1d 05:43:18.18,  0d 05:19:20.06,0.399,0.075,3.634,8/19/2020 1:04
23406,1,14,  1d 05:43:28.18,  0d 05:19:30.06,0.399,0.075,3.634,8/19/2020 1:04
23407,1,14,  1d 05:43:38.18,  0d 05:19:40.06,0.4,0.075,3.634,8/19/2020 1:05
23408,1,14,  1d 05:43:48.18,  0d 05:19:50.06,0.4,0.075,3.634,8/19/2020 1:05
23409,1,14,  1d 05:43:58.18,  0d 05:20:0.06,0.4,0.075,3.634,8/19/2020 1:05
23410,1,14,  1d 05:44:8.18,  0d 05:20:10.06,0.4,0.075,3.634,8/19/2020 1:05
23411,1,14,  1d 05:44:18.18,  0d 05:20:20.06,0.4,0.075,3.635,8/19/2020 1:05
23412,1,14,  1d 05:44:28.18,  0d 05:20:30.06,0.401,0.075,3.635,8/19/2020 1:05
23413,1,14,  1d 05:44:38.18,  0d 05:20:40.06,0.401,0.075,3.635,8/19/2020 1:06
23414,1,14,  1d 05:44:48.18,  0d 05:20:50.06,0.401,0.075,3.635,8/19/2020 1:06
23415,1,14,  1d 05:44:58.18,  0d 05:21:0.06,0.401,0.075,3.635,8/19/2020 1:06
23416,1,14,  1d 05:45:8.18,  0d 05:21:10.06,0.401,0.075,3.635,8/19/2020 1:06
23417,1,14,  1d 05:45:18.18,  0d 05:21:20.06,0.402,0.075,3.635,8/19/2020 1:06
23418,1,14,  1d 05:45:28.18,  0d 05:21:30.06,0.402,0.075,3.635,8/19/2020 1:06
23419,1,14,  1d 05:45:38.18,  0d 05:21:40.06,0.402,0.075,3.635,8/19/2020 1:07
23420,1,14,  1d 05:45:48.18,  0d 05:21:50.06,0.402,0.075,3.635,8/19/2020 1:07
23421,1,14,  1d 05:45:58.18,  0d 05:22:0.06,0.402,0.075,3.635,8/19/2020 1:07
23422,1,14,  1d 05:46:8.18,  0d 05:22:10.06,0.403,0.075,3.635,8/19/2020 1:07
23423,1,14,  1d 05:46:18.18,  0d 05:22:20.06,0.403,0.075,3.635,8/19/2020 1:07
23424,1,14,  1d 05:46:28.18,  0d 05:22:30.06,0.403,0.075,3.635,8/19/2020 1:07
23425,1,14,  1d 05:46:38.18,  0d 05:22:40.06,0.403,0.075,3.635,8/19/2020 1:08
23426,1,14,  1d 05:46:48.18,  0d 05:22:50.06,0.403,0.075,3.636,8/19/2020 1:08
23427,1,14,  1d 05:46:58.18,  0d 05:23:0.06,0.404,0.075,3.635,8/19/2020 1:08
23428,1,14,  1d 05:47:8.18,  0d 05:23:10.06,0.404,0.075,3.635,8/19/2020 1:08
23429,1,14,  1d 05:47:18.18,  0d 05:23:20.06,0.404,0.075,3.636,8/19/2020 1:08
23430,1,14,  1d 05:47:28.18,  0d 05:23:30.06,0.404,0.075,3.636,8/19/2020 1:08
23431,1,14,  1d 05:47:38.18,  0d 05:23:40.06,0.405,0.075,3.636,8/19/2020 1:09
23432,1,14,  1d 05:47:48.18,  0d 05:23:50.06,0.405,0.075,3.636,8/19/2020 1:09
23433,1,14,  1d 05:47:58.18,  0d 05:24:0.06,0.405,0.075,3.636,8/19/2020 1:09
23434,1,14,  1d 05:48:8.18,  0d 05:24:10.06,0.405,0.075,3.636,8/19/2020 1:09
23435,1,14,  1d 05:48:18.18,  0d 05:24:20.06,0.405,0.075,3.636,8/19/2020 1:09
23436,1,14,  1d 05:48:28.18,  0d 05:24:30.06,0.406,0.075,3.636,8/19/2020 1:09
23437,1,14,  1d 05:48:38.18,  0d 05:24:40.06,0.406,0.075,3.636,8/19/2020 1:10
23438,1,14,  1d 05:48:48.18,  0d 05:24:50.06,0.406,0.075,3.636,8/19/2020 1:10
23439,1,14,  1d 05:48:58.18,  0d 05:25:0.06,0.406,0.075,3.636,8/19/2020 1:10
23440,1,14,  1d 05:49:8.18,  0d 05:25:10.06,0.406,0.075,3.636,8/19/2020 1:10
23441,1,14,  1d 05:49:18.18,  0d 05:25:20.06,0.407,0.075,3.636,8/19/2020 1:10
23442,1,14,  1d 05:49:28.18,  0d 05:25:30.06,0.407,0.075,3.636,8/19/2020 1:10
23443,1,14,  1d 05:49:38.18,  0d 05:25:40.06,0.407,0.075,3.636,8/19/2020 1:11
23444,1,14,  1d 05:49:48.18,  0d 05:25:50.06,0.407,0.075,3.637,8/19/2020 1:11
23445,1,14,  1d 05:49:58.18,  0d 05:26:0.06,0.407,0.075,3.636,8/19/2020 1:11
23446,1,14,  1d 05:50:8.18,  0d 05:26:10.06,0.408,0.075,3.636,8/19/2020 1:11
23447,1,14,  1d 05:50:18.18,  0d 05:26:20.06,0.408,0.075,3.636,8/19/2020 1:11
23448,1,14,  1d 05:50:28.18,  0d 05:26:30.06,0.408,0.075,3.636,8/19/2020 1:11
23449,1,14,  1d 05:50:38.18,  0d 05:26:40.06,0.408,0.075,3.637,8/19/2020 1:12
23450,1,14,  1d 05:50:48.18,  0d 05:26:50.06,0.408,0.075,3.637,8/19/2020 1:12
23451,1,14,  1d 05:50:58.18,  0d 05:27:0.06,0.409,0.075,3.637,8/19/2020 1:12
23452,1,14,  1d 05:51:8.18,  0d 05:27:10.06,0.409,0.075,3.637,8/19/2020 1:12
23453,1,14,  1d 05:51:18.18,  0d 05:27:20.06,0.409,0.075,3.637,8/19/2020 1:12
23454,1,14,  1d 05:51:28.18,  0d 05:27:30.06,0.409,0.075,3.637,8/19/2020 1:12
23455,1,14,  1d 05:51:38.18,  0d 05:27:40.06,0.41,0.075,3.637,8/19/2020 1:13
23456,1,14,  1d 05:51:48.18,  0d 05:27:50.06,0.41,0.075,3.637,8/19/2020 1:13
23457,1,14,  1d 05:51:58.18,  0d 05:28:0.06,0.41,0.075,3.637,8/19/2020 1:13
23458,1,14,  1d 05:52:8.18,  0d 05:28:10.06,0.41,0.075,3.637,8/19/2020 1:13
23459,1,14,  1d 05:52:18.18,  0d 05:28:20.06,0.41,0.075,3.637,8/19/2020 1:13
23460,1,14,  1d 05:52:28.18,  0d 05:28:30.06,0.411,0.075,3.637,8/19/2020 1:13
23461,1,14,  1d 05:52:38.18,  0d 05:28:40.06,0.411,0.075,3.637,8/19/2020 1:14
23462,1,14,  1d 05:52:48.18,  0d 05:28:50.06,0.411,0.075,3.637,8/19/2020 1:14
23463,1,14,  1d 05:52:58.18,  0d 05:29:0.06,0.411,0.075,3.638,8/19/2020 1:14
23464,1,14,  1d 05:53:8.18,  0d 05:29:10.06,0.411,0.075,3.638,8/19/2020 1:14
23465,1,14,  1d 05:53:18.18,  0d 05:29:20.06,0.412,0.075,3.637,8/19/2020 1:14
23466,1,14,  1d 05:53:28.18,  0d 05:29:30.06,0.412,0.075,3.637,8/19/2020 1:14
23467,1,14,  1d 05:53:38.18,  0d 05:29:40.06,0.412,0.075,3.638,8/19/2020 1:15
23468,1,14,  1d 05:53:48.18,  0d 05:29:50.06,0.412,0.075,3.637,8/19/2020 1:15
23469,1,14,  1d 05:53:58.18,  0d 05:30:0.06,0.412,0.075,3.638,8/19/2020 1:15
23470,1,14,  1d 05:54:8.18,  0d 05:30:10.06,0.413,0.075,3.638,8/19/2020 1:15
23471,1,14,  1d 05:54:18.18,  0d 05:30:20.06,0.413,0.075,3.638,8/19/2020 1:15
23472,1,14,  1d 05:54:28.18,  0d 05:30:30.06,0.413,0.075,3.638,8/19/2020 1:15
23473,1,14,  1d 05:54:38.18,  0d 05:30:40.06,0.413,0.075,3.638,8/19/2020 1:16
23474,1,14,  1d 05:54:48.18,  0d 05:30:50.06,0.413,0.075,3.638,8/19/2020 1:16
23475,1,14,  1d 05:54:58.18,  0d 05:31:0.06,0.414,0.075,3.638,8/19/2020 1:16
23476,1,14,  1d 05:55:8.18,  0d 05:31:10.06,0.414,0.075,3.638,8/19/2020 1:16
23477,1,14,  1d 05:55:18.18,  0d 05:31:20.06,0.414,0.075,3.638,8/19/2020 1:16
23478,1,14,  1d 05:55:28.18,  0d 05:31:30.06,0.414,0.075,3.638,8/19/2020 1:16
23479,1,14,  1d 05:55:38.18,  0d 05:31:40.06,0.415,0.075,3.638,8/19/2020 1:17
23480,1,14,  1d 05:55:48.18,  0d 05:31:50.06,0.415,0.075,3.638,8/19/2020 1:17
23481,1,14,  1d 05:55:58.18,  0d 05:32:0.06,0.415,0.075,3.638,8/19/2020 1:17
23482,1,14,  1d 05:56:8.18,  0d 05:32:10.06,0.415,0.075,3.639,8/19/2020 1:17
23483,1,14,  1d 05:56:18.18,  0d 05:32:20.06,0.415,0.075,3.638,8/19/2020 1:17
23484,1,14,  1d 05:56:28.18,  0d 05:32:30.06,0.416,0.075,3.638,8/19/2020 1:17
23485,1,14,  1d 05:56:38.18,  0d 05:32:40.06,0.416,0.075,3.639,8/19/2020 1:18
23486,1,14,  1d 05:56:48.18,  0d 05:32:50.06,0.416,0.075,3.639,8/19/2020 1:18
23487,1,14,  1d 05:56:58.18,  0d 05:33:0.06,0.416,0.075,3.638,8/19/2020 1:18
23488,1,14,  1d 05:57:8.18,  0d 05:33:10.06,0.416,0.075,3.639,8/19/2020 1:18
23489,1,14,  1d 05:57:18.18,  0d 05:33:20.06,0.417,0.075,3.639,8/19/2020 1:18
23490,1,14,  1d 05:57:28.18,  0d 05:33:30.06,0.417,0.075,3.639,8/19/2020 1:18
23491,1,14,  1d 05:57:38.18,  0d 05:33:40.06,0.417,0.075,3.639,8/19/2020 1:19
23492,1,14,  1d 05:57:48.18,  0d 05:33:50.06,0.417,0.075,3.639,8/19/2020 1:19
23493,1,14,  1d 05:57:58.18,  0d 05:34:0.06,0.417,0.075,3.639,8/19/2020 1:19
23494,1,14,  1d 05:58:8.18,  0d 05:34:10.06,0.418,0.075,3.639,8/19/2020 1:19
23495,1,14,  1d 05:58:18.18,  0d 05:34:20.06,0.418,0.075,3.639,8/19/2020 1:19
23496,1,14,  1d 05:58:28.18,  0d 05:34:30.06,0.418,0.075,3.639,8/19/2020 1:19
23497,1,14,  1d 05:58:38.18,  0d 05:34:40.06,0.418,0.075,3.639,8/19/2020 1:20
23498,1,14,  1d 05:58:48.18,  0d 05:34:50.06,0.418,0.075,3.64,8/19/2020 1:20
23499,1,14,  1d 05:58:58.18,  0d 05:35:0.06,0.419,0.075,3.639,8/19/2020 1:20
23500,1,14,  1d 05:59:8.18,  0d 05:35:10.06,0.419,0.075,3.639,8/19/2020 1:20
23501,1,14,  1d 05:59:18.18,  0d 05:35:20.06,0.419,0.075,3.639,8/19/2020 1:20
23502,1,14,  1d 05:59:28.18,  0d 05:35:30.06,0.419,0.075,3.639,8/19/2020 1:20
23503,1,14,  1d 05:59:38.18,  0d 05:35:40.06,0.42,0.075,3.64,8/19/2020 1:21
23504,1,14,  1d 05:59:48.18,  0d 05:35:50.06,0.42,0.075,3.64,8/19/2020 1:21
23505,1,14,  1d 05:59:58.18,  0d 05:36:0.06,0.42,0.075,3.639,8/19/2020 1:21
23506,1,14,  1d 06:00:8.18,  0d 05:36:10.06,0.42,0.075,3.64,8/19/2020 1:21
23507,1,14,  1d 06:00:18.18,  0d 05:36:20.06,0.42,0.075,3.64,8/19/2020 1:21
23508,1,14,  1d 06:00:28.18,  0d 05:36:30.06,0.421,0.075,3.64,8/19/2020 1:21
23509,1,14,  1d 06:00:38.18,  0d 05:36:40.06,0.421,0.075,3.64,8/19/2020 1:22
23510,1,14,  1d 06:00:48.18,  0d 05:36:50.06,0.421,0.075,3.64,8/19/2020 1:22
23511,1,14,  1d 06:00:58.18,  0d 05:37:0.06,0.421,0.075,3.64,8/19/2020 1:22
23512,1,14,  1d 06:01:8.18,  0d 05:37:10.06,0.421,0.075,3.64,8/19/2020 1:22
23513,1,14,  1d 06:01:18.18,  0d 05:37:20.06,0.422,0.075,3.64,8/19/2020 1:22
23514,1,14,  1d 06:01:28.18,  0d 05:37:30.06,0.422,0.075,3.64,8/19/2020 1:22
23515,1,14,  1d 06:01:38.18,  0d 05:37:40.06,0.422,0.075,3.64,8/19/2020 1:23
23516,1,14,  1d 06:01:48.18,  0d 05:37:50.06,0.422,0.075,3.64,8/19/2020 1:23
23517,1,14,  1d 06:01:58.18,  0d 05:38:0.06,0.422,0.075,3.64,8/19/2020 1:23
23518,1,14,  1d 06:02:8.18,  0d 05:38:10.06,0.423,0.075,3.64,8/19/2020 1:23
23519,1,14,  1d 06:02:18.18,  0d 05:38:20.06,0.423,0.075,3.64,8/19/2020 1:23
23520,1,14,  1d 06:02:28.18,  0d 05:38:30.06,0.423,0.075,3.64,8/19/2020 1:23
23521,1,14,  1d 06:02:38.18,  0d 05:38:40.06,0.423,0.075,3.64,8/19/2020 1:24
23522,1,14,  1d 06:02:48.18,  0d 05:38:50.06,0.423,0.075,3.64,8/19/2020 1:24
23523,1,14,  1d 06:02:58.18,  0d 05:39:0.06,0.424,0.075,3.64,8/19/2020 1:24
23524,1,14,  1d 06:03:8.18,  0d 05:39:10.06,0.424,0.075,3.641,8/19/2020 1:24
23525,1,14,  1d 06:03:18.18,  0d 05:39:20.06,0.424,0.075,3.641,8/19/2020 1:24
23526,1,14,  1d 06:03:28.18,  0d 05:39:30.06,0.424,0.075,3.641,8/19/2020 1:24
23527,1,14,  1d 06:03:38.18,  0d 05:39:40.06,0.425,0.075,3.641,8/19/2020 1:25
23528,1,14,  1d 06:03:48.18,  0d 05:39:50.06,0.425,0.075,3.641,8/19/2020 1:25
23529,1,14,  1d 06:03:58.18,  0d 05:40:0.06,0.425,0.075,3.641,8/19/2020 1:25
23530,1,14,  1d 06:04:8.18,  0d 05:40:10.06,0.425,0.075,3.641,8/19/2020 1:25
23531,1,14,  1d 06:04:18.18,  0d 05:40:20.06,0.425,0.075,3.641,8/19/2020 1:25
23532,1,14,  1d 06:04:28.18,  0d 05:40:30.06,0.426,0.075,3.641,8/19/2020 1:25
23533,1,14,  1d 06:04:38.18,  0d 05:40:40.06,0.426,0.075,3.641,8/19/2020 1:26
23534,1,14,  1d 06:04:48.18,  0d 05:40:50.06,0.426,0.075,3.641,8/19/2020 1:26
23535,1,14,  1d 06:04:58.18,  0d 05:41:0.06,0.426,0.075,3.641,8/19/2020 1:26
23536,1,14,  1d 06:05:8.18,  0d 05:41:10.06,0.426,0.075,3.641,8/19/2020 1:26
23537,1,14,  1d 06:05:18.18,  0d 05:41:20.06,0.427,0.075,3.641,8/19/2020 1:26
23538,1,14,  1d 06:05:28.18,  0d 05:41:30.06,0.427,0.075,3.641,8/19/2020 1:26
23539,1,14,  1d 06:05:38.18,  0d 05:41:40.06,0.427,0.075,3.641,8/19/2020 1:27
23540,1,14,  1d 06:05:48.18,  0d 05:41:50.06,0.427,0.075,3.641,8/19/2020 1:27
23541,1,14,  1d 06:05:58.18,  0d 05:42:0.06,0.427,0.075,3.641,8/19/2020 1:27
23542,1,14,  1d 06:06:8.18,  0d 05:42:10.06,0.428,0.075,3.641,8/19/2020 1:27
23543,1,14,  1d 06:06:18.18,  0d 05:42:20.06,0.428,0.075,3.641,8/19/2020 1:27
23544,1,14,  1d 06:06:28.18,  0d 05:42:30.06,0.428,0.075,3.642,8/19/2020 1:27
23545,1,14,  1d 06:06:38.18,  0d 05:42:40.06,0.428,0.075,3.642,8/19/2020 1:28
23546,1,14,  1d 06:06:48.18,  0d 05:42:50.06,0.428,0.075,3.642,8/19/2020 1:28
23547,1,14,  1d 06:06:58.18,  0d 05:43:0.06,0.429,0.075,3.641,8/19/2020 1:28
23548,1,14,  1d 06:07:8.18,  0d 05:43:10.06,0.429,0.075,3.642,8/19/2020 1:28
23549,1,14,  1d 06:07:18.18,  0d 05:43:20.06,0.429,0.075,3.642,8/19/2020 1:28
23550,1,14,  1d 06:07:28.18,  0d 05:43:30.06,0.429,0.075,3.642,8/19/2020 1:28
23551,1,14,  1d 06:07:38.18,  0d 05:43:40.06,0.43,0.075,3.642,8/19/2020 1:29
23552,1,14,  1d 06:07:48.18,  0d 05:43:50.06,0.43,0.075,3.642,8/19/2020 1:29
23553,1,14,  1d 06:07:58.18,  0d 05:44:0.06,0.43,0.075,3.642,8/19/2020 1:29
23554,1,14,  1d 06:08:8.18,  0d 05:44:10.06,0.43,0.075,3.642,8/19/2020 1:29
23555,1,14,  1d 06:08:18.18,  0d 05:44:20.06,0.43,0.075,3.642,8/19/2020 1:29
23556,1,14,  1d 06:08:28.18,  0d 05:44:30.06,0.431,0.075,3.642,8/19/2020 1:29
23557,1,14,  1d 06:08:38.18,  0d 05:44:40.06,0.431,0.075,3.642,8/19/2020 1:30
23558,1,14,  1d 06:08:48.18,  0d 05:44:50.06,0.431,0.075,3.642,8/19/2020 1:30
23559,1,14,  1d 06:08:58.18,  0d 05:45:0.06,0.431,0.075,3.642,8/19/2020 1:30
23560,1,14,  1d 06:09:8.18,  0d 05:45:10.06,0.431,0.075,3.642,8/19/2020 1:30
