,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPT Time
21564,1,14,  1d 00:36:28.18,  0d 00:12:30.06,0.016,0.075,3.149,8/18/2020 19:57
21565,1,14,  1d 00:36:38.18,  0d 00:12:40.06,0.016,0.075,3.151,8/18/2020 19:58
21566,1,14,  1d 00:36:48.18,  0d 00:12:50.06,0.016,0.075,3.154,8/18/2020 19:58
21567,1,14,  1d 00:36:58.18,  0d 00:13:0.06,0.016,0.075,3.156,8/18/2020 19:58
21568,1,14,  1d 00:37:8.18,  0d 00:13:10.06,0.016,0.075,3.158,8/18/2020 19:58
21569,1,14,  1d 00:37:18.18,  0d 00:13:20.06,0.017,0.075,3.16,8/18/2020 19:58
21570,1,14,  1d 00:37:28.18,  0d 00:13:30.06,0.017,0.075,3.162,8/18/2020 19:58
21571,1,14,  1d 00:37:38.18,  0d 00:13:40.06,0.017,0.075,3.164,8/18/2020 19:59
21572,1,14,  1d 00:37:48.18,  0d 00:13:50.06,0.017,0.075,3.166,8/18/2020 19:59
21573,1,14,  1d 00:37:58.18,  0d 00:14:0.06,0.017,0.075,3.169,8/18/2020 19:59
21574,1,14,  1d 00:38:8.18,  0d 00:14:10.06,0.018,0.075,3.171,8/18/2020 19:59
21575,1,14,  1d 00:38:18.18,  0d 00:14:20.06,0.018,0.075,3.173,8/18/2020 19:59
21576,1,14,  1d 00:38:28.18,  0d 00:14:30.06,0.018,0.075,3.175,8/18/2020 19:59
21577,1,14,  1d 00:38:38.18,  0d 00:14:40.06,0.018,0.075,3.177,8/18/2020 20:00
21578,1,14,  1d 00:38:48.18,  0d 00:14:50.06,0.019,0.075,3.179,8/18/2020 20:00
21579,1,14,  1d 00:38:58.18,  0d 00:15:0.06,0.019,0.075,3.181,8/18/2020 20:00
21580,1,14,  1d 00:39:8.18,  0d 00:15:10.06,0.019,0.075,3.183,8/18/2020 20:00
21581,1,14,  1d 00:39:18.18,  0d 00:15:20.06,0.019,0.075,3.185,8/18/2020 20:00
21582,1,14,  1d 00:39:28.18,  0d 00:15:30.06,0.019,0.075,3.187,8/18/2020 20:00
21583,1,14,  1d 00:39:38.18,  0d 00:15:40.06,0.02,0.075,3.189,8/18/2020 20:01
21584,1,14,  1d 00:39:48.18,  0d 00:15:50.06,0.02,0.075,3.191,8/18/2020 20:01
21585,1,14,  1d 00:39:58.18,  0d 00:16:0.06,0.02,0.075,3.193,8/18/2020 20:01
21586,1,14,  1d 00:40:8.18,  0d 00:16:10.06,0.02,0.075,3.195,8/18/2020 20:01
21587,1,14,  1d 00:40:18.18,  0d 00:16:20.06,0.02,0.075,3.197,8/18/2020 20:01
21588,1,14,  1d 00:40:28.18,  0d 00:16:30.06,0.021,0.075,3.199,8/18/2020 20:01
21589,1,14,  1d 00:40:38.18,  0d 00:16:40.06,0.021,0.075,3.201,8/18/2020 20:02
21590,1,14,  1d 00:40:48.18,  0d 00:16:50.06,0.021,0.075,3.202,8/18/2020 20:02
21591,1,14,  1d 00:40:58.18,  0d 00:17:0.06,0.021,0.075,3.204,8/18/2020 20:02
21592,1,14,  1d 00:41:8.18,  0d 00:17:10.06,0.021,0.075,3.206,8/18/2020 20:02
21593,1,14,  1d 00:41:18.18,  0d 00:17:20.06,0.022,0.075,3.208,8/18/2020 20:02
21594,1,14,  1d 00:41:28.18,  0d 00:17:30.06,0.022,0.075,3.21,8/18/2020 20:02
21595,1,14,  1d 00:41:38.18,  0d 00:17:40.06,0.022,0.075,3.211,8/18/2020 20:03
21596,1,14,  1d 00:41:48.18,  0d 00:17:50.06,0.022,0.075,3.213,8/18/2020 20:03
21597,1,14,  1d 00:41:58.18,  0d 00:18:0.06,0.022,0.075,3.215,8/18/2020 20:03
21598,1,14,  1d 00:42:8.18,  0d 00:18:10.06,0.023,0.075,3.217,8/18/2020 20:03
21599,1,14,  1d 00:42:18.18,  0d 00:18:20.06,0.023,0.075,3.218,8/18/2020 20:03
21600,1,14,  1d 00:42:28.18,  0d 00:18:30.06,0.023,0.075,3.22,8/18/2020 20:03
21601,1,14,  1d 00:42:38.18,  0d 00:18:40.06,0.023,0.075,3.222,8/18/2020 20:04
21602,1,14,  1d 00:42:48.18,  0d 00:18:50.06,0.024,0.075,3.223,8/18/2020 20:04
21603,1,14,  1d 00:42:58.18,  0d 00:19:0.06,0.024,0.075,3.225,8/18/2020 20:04
21604,1,14,  1d 00:43:8.18,  0d 00:19:10.06,0.024,0.075,3.227,8/18/2020 20:04
21605,1,14,  1d 00:43:18.18,  0d 00:19:20.06,0.024,0.075,3.228,8/18/2020 20:04
21606,1,14,  1d 00:43:28.18,  0d 00:19:30.06,0.024,0.075,3.23,8/18/2020 20:04
21607,1,14,  1d 00:43:38.18,  0d 00:19:40.06,0.025,0.075,3.232,8/18/2020 20:05
21608,1,14,  1d 00:43:48.18,  0d 00:19:50.06,0.025,0.075,3.233,8/18/2020 20:05
21609,1,14,  1d 00:43:58.18,  0d 00:20:0.06,0.025,0.075,3.235,8/18/2020 20:05
21610,1,14,  1d 00:44:8.18,  0d 00:20:10.06,0.025,0.075,3.237,8/18/2020 20:05
21611,1,14,  1d 00:44:18.18,  0d 00:20:20.06,0.025,0.075,3.238,8/18/2020 20:05
21612,1,14,  1d 00:44:28.18,  0d 00:20:30.06,0.026,0.075,3.24,8/18/2020 20:05
21613,1,14,  1d 00:44:38.18,  0d 00:20:40.06,0.026,0.075,3.241,8/18/2020 20:06
21614,1,14,  1d 00:44:48.18,  0d 00:20:50.06,0.026,0.075,3.243,8/18/2020 20:06
21615,1,14,  1d 00:44:58.18,  0d 00:21:0.06,0.026,0.075,3.244,8/18/2020 20:06
21616,1,14,  1d 00:45:8.18,  0d 00:21:10.06,0.026,0.075,3.246,8/18/2020 20:06
21617,1,14,  1d 00:45:18.18,  0d 00:21:20.06,0.027,0.075,3.247,8/18/2020 20:06
21618,1,14,  1d 00:45:28.18,  0d 00:21:30.06,0.027,0.075,3.249,8/18/2020 20:06
21619,1,14,  1d 00:45:38.18,  0d 00:21:40.06,0.027,0.075,3.25,8/18/2020 20:07
21620,1,14,  1d 00:45:48.18,  0d 00:21:50.06,0.027,0.075,3.252,8/18/2020 20:07
21621,1,14,  1d 00:45:58.18,  0d 00:22:0.06,0.027,0.075,3.253,8/18/2020 20:07
21622,1,14,  1d 00:46:8.18,  0d 00:22:10.06,0.028,0.075,3.255,8/18/2020 20:07
21623,1,14,  1d 00:46:18.18,  0d 00:22:20.06,0.028,0.075,3.256,8/18/2020 20:07
21624,1,14,  1d 00:46:28.18,  0d 00:22:30.06,0.028,0.075,3.258,8/18/2020 20:07
21625,1,14,  1d 00:46:38.18,  0d 00:22:40.06,0.028,0.075,3.259,8/18/2020 20:08
21626,1,14,  1d 00:46:48.18,  0d 00:22:50.06,0.029,0.075,3.261,8/18/2020 20:08
21627,1,14,  1d 00:46:58.18,  0d 00:23:0.06,0.029,0.075,3.262,8/18/2020 20:08
21628,1,14,  1d 00:47:8.18,  0d 00:23:10.06,0.029,0.075,3.264,8/18/2020 20:08
21629,1,14,  1d 00:47:18.18,  0d 00:23:20.06,0.029,0.075,3.265,8/18/2020 20:08
21630,1,14,  1d 00:47:28.18,  0d 00:23:30.06,0.029,0.075,3.267,8/18/2020 20:08
21631,1,14,  1d 00:47:38.18,  0d 00:23:40.06,0.03,0.075,3.268,8/18/2020 20:09
21632,1,14,  1d 00:47:48.18,  0d 00:23:50.06,0.03,0.075,3.269,8/18/2020 20:09
21633,1,14,  1d 00:47:58.18,  0d 00:24:0.06,0.03,0.075,3.271,8/18/2020 20:09
21634,1,14,  1d 00:48:8.18,  0d 00:24:10.06,0.03,0.075,3.272,8/18/2020 20:09
21635,1,14,  1d 00:48:18.18,  0d 00:24:20.06,0.03,0.075,3.274,8/18/2020 20:09
21636,1,14,  1d 00:48:28.18,  0d 00:24:30.06,0.031,0.075,3.275,8/18/2020 20:09
21637,1,14,  1d 00:48:38.18,  0d 00:24:40.06,0.031,0.075,3.276,8/18/2020 20:10
21638,1,14,  1d 00:48:48.18,  0d 00:24:50.06,0.031,0.075,3.278,8/18/2020 20:10
21639,1,14,  1d 00:48:58.18,  0d 00:25:0.06,0.031,0.075,3.279,8/18/2020 20:10
21640,1,14,  1d 00:49:8.18,  0d 00:25:10.06,0.031,0.075,3.28,8/18/2020 20:10
21641,1,14,  1d 00:49:18.18,  0d 00:25:20.06,0.032,0.075,3.282,8/18/2020 20:10
21642,1,14,  1d 00:49:28.18,  0d 00:25:30.06,0.032,0.075,3.283,8/18/2020 20:10
21643,1,14,  1d 00:49:38.18,  0d 00:25:40.06,0.032,0.075,3.284,8/18/2020 20:11
21644,1,14,  1d 00:49:48.18,  0d 00:25:50.06,0.032,0.075,3.285,8/18/2020 20:11
21645,1,14,  1d 00:49:58.18,  0d 00:26:0.06,0.032,0.075,3.287,8/18/2020 20:11
21646,1,14,  1d 00:50:8.18,  0d 00:26:10.06,0.033,0.075,3.288,8/18/2020 20:11
21647,1,14,  1d 00:50:18.18,  0d 00:26:20.06,0.033,0.075,3.289,8/18/2020 20:11
21648,1,14,  1d 00:50:28.18,  0d 00:26:30.06,0.033,0.075,3.291,8/18/2020 20:11
21649,1,14,  1d 00:50:38.18,  0d 00:26:40.06,0.033,0.075,3.292,8/18/2020 20:12
21650,1,14,  1d 00:50:48.18,  0d 00:26:50.06,0.034,0.075,3.293,8/18/2020 20:12
21651,1,14,  1d 00:50:58.18,  0d 00:27:0.06,0.034,0.075,3.294,8/18/2020 20:12
21652,1,14,  1d 00:51:8.18,  0d 00:27:10.06,0.034,0.075,3.296,8/18/2020 20:12
21653,1,14,  1d 00:51:18.18,  0d 00:27:20.06,0.034,0.075,3.297,8/18/2020 20:12
21654,1,14,  1d 00:51:28.18,  0d 00:27:30.06,0.034,0.075,3.298,8/18/2020 20:12
21655,1,14,  1d 00:51:38.18,  0d 00:27:40.06,0.035,0.075,3.3,8/18/2020 20:13
21656,1,14,  1d 00:51:48.18,  0d 00:27:50.06,0.035,0.075,3.301,8/18/2020 20:13
21657,1,14,  1d 00:51:58.18,  0d 00:28:0.06,0.035,0.075,3.302,8/18/2020 20:13
21658,1,14,  1d 00:52:8.18,  0d 00:28:10.06,0.035,0.075,3.303,8/18/2020 20:13
21659,1,14,  1d 00:52:18.18,  0d 00:28:20.06,0.035,0.075,3.304,8/18/2020 20:13
21660,1,14,  1d 00:52:28.18,  0d 00:28:30.06,0.036,0.075,3.306,8/18/2020 20:13
21661,1,14,  1d 00:52:38.18,  0d 00:28:40.06,0.036,0.075,3.307,8/18/2020 20:14
21662,1,14,  1d 00:52:48.18,  0d 00:28:50.06,0.036,0.075,3.308,8/18/2020 20:14
21663,1,14,  1d 00:52:58.18,  0d 00:29:0.06,0.036,0.075,3.309,8/18/2020 20:14
21664,1,14,  1d 00:53:8.18,  0d 00:29:10.06,0.036,0.075,3.31,8/18/2020 20:14
21665,1,14,  1d 00:53:18.18,  0d 00:29:20.06,0.037,0.075,3.312,8/18/2020 20:14
21666,1,14,  1d 00:53:28.18,  0d 00:29:30.06,0.037,0.075,3.313,8/18/2020 20:14
21667,1,14,  1d 00:53:38.18,  0d 00:29:40.06,0.037,0.075,3.314,8/18/2020 20:15
21668,1,14,  1d 00:53:48.18,  0d 00:29:50.06,0.037,0.075,3.315,8/18/2020 20:15
21669,1,14,  1d 00:53:58.18,  0d 00:30:0.06,0.037,0.075,3.316,8/18/2020 20:15
21670,1,14,  1d 00:54:8.18,  0d 00:30:10.06,0.038,0.075,3.317,8/18/2020 20:15
21671,1,14,  1d 00:54:18.18,  0d 00:30:20.06,0.038,0.075,3.318,8/18/2020 20:15
21672,1,14,  1d 00:54:28.18,  0d 00:30:30.06,0.038,0.075,3.32,8/18/2020 20:15
21673,1,14,  1d 00:54:38.18,  0d 00:30:40.06,0.038,0.075,3.321,8/18/2020 20:16
21674,1,14,  1d 00:54:48.18,  0d 00:30:50.06,0.039,0.075,3.322,8/18/2020 20:16
21675,1,14,  1d 00:54:58.18,  0d 00:31:0.06,0.039,0.075,3.323,8/18/2020 20:16
21676,1,14,  1d 00:55:8.18,  0d 00:31:10.06,0.039,0.075,3.324,8/18/2020 20:16
21677,1,14,  1d 00:55:18.18,  0d 00:31:20.06,0.039,0.075,3.325,8/18/2020 20:16
21678,1,14,  1d 00:55:28.18,  0d 00:31:30.06,0.039,0.075,3.326,8/18/2020 20:16
21679,1,14,  1d 00:55:38.18,  0d 00:31:40.06,0.04,0.075,3.327,8/18/2020 20:17
21680,1,14,  1d 00:55:48.18,  0d 00:31:50.06,0.04,0.075,3.328,8/18/2020 20:17
21681,1,14,  1d 00:55:58.18,  0d 00:32:0.06,0.04,0.075,3.329,8/18/2020 20:17
21682,1,14,  1d 00:56:8.18,  0d 00:32:10.06,0.04,0.075,3.331,8/18/2020 20:17
21683,1,14,  1d 00:56:18.18,  0d 00:32:20.06,0.04,0.075,3.332,8/18/2020 20:17
21684,1,14,  1d 00:56:28.18,  0d 00:32:30.06,0.041,0.075,3.333,8/18/2020 20:17
21685,1,14,  1d 00:56:38.18,  0d 00:32:40.06,0.041,0.075,3.334,8/18/2020 20:18
21686,1,14,  1d 00:56:48.18,  0d 00:32:50.06,0.041,0.075,3.335,8/18/2020 20:18
21687,1,14,  1d 00:56:58.18,  0d 00:33:0.06,0.041,0.075,3.336,8/18/2020 20:18
21688,1,14,  1d 00:57:8.18,  0d 00:33:10.06,0.041,0.075,3.337,8/18/2020 20:18
21689,1,14,  1d 00:57:18.18,  0d 00:33:20.06,0.042,0.075,3.338,8/18/2020 20:18
21690,1,14,  1d 00:57:28.18,  0d 00:33:30.06,0.042,0.075,3.339,8/18/2020 20:18
21691,1,14,  1d 00:57:38.18,  0d 00:33:40.06,0.042,0.075,3.34,8/18/2020 20:19
21692,1,14,  1d 00:57:48.18,  0d 00:33:50.06,0.042,0.075,3.341,8/18/2020 20:19
21693,1,14,  1d 00:57:58.18,  0d 00:34:0.06,0.042,0.075,3.342,8/18/2020 20:19
21694,1,14,  1d 00:58:8.18,  0d 00:34:10.06,0.043,0.075,3.343,8/18/2020 20:19
21695,1,14,  1d 00:58:18.18,  0d 00:34:20.06,0.043,0.075,3.344,8/18/2020 20:19
21696,1,14,  1d 00:58:28.18,  0d 00:34:30.06,0.043,0.075,3.345,8/18/2020 20:19
21697,1,14,  1d 00:58:38.18,  0d 00:34:40.06,0.043,0.075,3.346,8/18/2020 20:20
21698,1,14,  1d 00:58:48.18,  0d 00:34:50.06,0.044,0.075,3.347,8/18/2020 20:20
21699,1,14,  1d 00:58:58.18,  0d 00:35:0.06,0.044,0.075,3.348,8/18/2020 20:20
21700,1,14,  1d 00:59:8.18,  0d 00:35:10.06,0.044,0.075,3.349,8/18/2020 20:20
21701,1,14,  1d 00:59:18.18,  0d 00:35:20.06,0.044,0.075,3.35,8/18/2020 20:20
21702,1,14,  1d 00:59:28.18,  0d 00:35:30.06,0.044,0.075,3.352,8/18/2020 20:20
21703,1,14,  1d 00:59:38.18,  0d 00:35:40.06,0.045,0.075,3.352,8/18/2020 20:21
21704,1,14,  1d 00:59:48.18,  0d 00:35:50.06,0.045,0.075,3.354,8/18/2020 20:21
21705,1,14,  1d 00:59:58.18,  0d 00:36:0.06,0.045,0.075,3.354,8/18/2020 20:21
21706,1,14,  1d 01:00:8.18,  0d 00:36:10.06,0.045,0.075,3.355,8/18/2020 20:21
21707,1,14,  1d 01:00:18.18,  0d 00:36:20.06,0.045,0.075,3.356,8/18/2020 20:21
21708,1,14,  1d 01:00:28.18,  0d 00:36:30.06,0.046,0.075,3.358,8/18/2020 20:21
21709,1,14,  1d 01:00:38.18,  0d 00:36:40.06,0.046,0.075,3.358,8/18/2020 20:22
21710,1,14,  1d 01:00:48.18,  0d 00:36:50.06,0.046,0.075,3.359,8/18/2020 20:22
21711,1,14,  1d 01:00:58.18,  0d 00:37:0.06,0.046,0.075,3.36,8/18/2020 20:22
21712,1,14,  1d 01:01:8.18,  0d 00:37:10.06,0.046,0.075,3.361,8/18/2020 20:22
21713,1,14,  1d 01:01:18.18,  0d 00:37:20.06,0.047,0.075,3.362,8/18/2020 20:22
21714,1,14,  1d 01:01:28.18,  0d 00:37:30.06,0.047,0.075,3.363,8/18/2020 20:22
21715,1,14,  1d 01:01:38.18,  0d 00:37:40.06,0.047,0.075,3.364,8/18/2020 20:23
21716,1,14,  1d 01:01:48.18,  0d 00:37:50.06,0.047,0.075,3.365,8/18/2020 20:23
21717,1,14,  1d 01:01:58.18,  0d 00:38:0.06,0.047,0.075,3.366,8/18/2020 20:23
21718,1,14,  1d 01:02:8.18,  0d 00:38:10.06,0.048,0.075,3.367,8/18/2020 20:23
21719,1,14,  1d 01:02:18.18,  0d 00:38:20.06,0.048,0.075,3.368,8/18/2020 20:23
21720,1,14,  1d 01:02:28.18,  0d 00:38:30.06,0.048,0.075,3.369,8/18/2020 20:23
21721,1,14,  1d 01:02:38.18,  0d 00:38:40.06,0.048,0.075,3.37,8/18/2020 20:24
21722,1,14,  1d 01:02:48.18,  0d 00:38:50.06,0.049,0.075,3.37,8/18/2020 20:24
21723,1,14,  1d 01:02:58.18,  0d 00:39:0.06,0.049,0.075,3.371,8/18/2020 20:24
21724,1,14,  1d 01:03:8.18,  0d 00:39:10.06,0.049,0.075,3.372,8/18/2020 20:24
21725,1,14,  1d 01:03:18.18,  0d 00:39:20.06,0.049,0.075,3.373,8/18/2020 20:24
21726,1,14,  1d 01:03:28.18,  0d 00:39:30.06,0.049,0.075,3.374,8/18/2020 20:24
21727,1,14,  1d 01:03:38.18,  0d 00:39:40.06,0.05,0.075,3.375,8/18/2020 20:25
21728,1,14,  1d 01:03:48.18,  0d 00:39:50.06,0.05,0.075,3.376,8/18/2020 20:25
21729,1,14,  1d 01:03:58.18,  0d 00:40:0.06,0.05,0.075,3.377,8/18/2020 20:25
21730,1,14,  1d 01:04:8.18,  0d 00:40:10.06,0.05,0.075,3.378,8/18/2020 20:25
21731,1,14,  1d 01:04:18.18,  0d 00:40:20.06,0.05,0.075,3.379,8/18/2020 20:25
21732,1,14,  1d 01:04:28.18,  0d 00:40:30.06,0.051,0.075,3.379,8/18/2020 20:25
21733,1,14,  1d 01:04:38.18,  0d 00:40:40.06,0.051,0.075,3.38,8/18/2020 20:26
21734,1,14,  1d 01:04:48.18,  0d 00:40:50.06,0.051,0.075,3.381,8/18/2020 20:26
21735,1,14,  1d 01:04:58.18,  0d 00:41:0.06,0.051,0.075,3.382,8/18/2020 20:26
21736,1,14,  1d 01:05:8.18,  0d 00:41:10.06,0.051,0.075,3.383,8/18/2020 20:26
21737,1,14,  1d 01:05:18.18,  0d 00:41:20.06,0.052,0.075,3.384,8/18/2020 20:26
21738,1,14,  1d 01:05:28.18,  0d 00:41:30.06,0.052,0.075,3.384,8/18/2020 20:26
21739,1,14,  1d 01:05:38.18,  0d 00:41:40.06,0.052,0.075,3.385,8/18/2020 20:27
21740,1,14,  1d 01:05:48.18,  0d 00:41:50.06,0.052,0.075,3.386,8/18/2020 20:27
21741,1,14,  1d 01:05:58.18,  0d 00:42:0.06,0.052,0.075,3.387,8/18/2020 20:27
21742,1,14,  1d 01:06:8.18,  0d 00:42:10.06,0.053,0.075,3.388,8/18/2020 20:27
21743,1,14,  1d 01:06:18.18,  0d 00:42:20.06,0.053,0.075,3.389,8/18/2020 20:27
21744,1,14,  1d 01:06:28.18,  0d 00:42:30.06,0.053,0.075,3.39,8/18/2020 20:27
21745,1,14,  1d 01:06:38.18,  0d 00:42:40.06,0.053,0.075,3.39,8/18/2020 20:28
