,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPT Time
14256,1,16,  1d 16:08:24.16,  0d 00:06:50.06,0.009,0.075,4.18,8/10/2020 11:01
14257,1,16,  1d 16:08:34.16,  0d 00:07:0.06,0.009,0.075,4.18,8/10/2020 11:01
14258,1,16,  1d 16:08:44.16,  0d 00:07:10.06,0.009,0.075,4.179,8/10/2020 11:01
14259,1,16,  1d 16:08:54.16,  0d 00:07:20.06,0.009,0.075,4.179,8/10/2020 11:01
14260,1,16,  1d 16:09:4.16,  0d 00:07:30.06,0.009,0.075,4.179,8/10/2020 11:02
14261,1,16,  1d 16:09:14.16,  0d 00:07:40.06,0.01,0.075,4.179,8/10/2020 11:02
14262,1,16,  1d 16:09:24.16,  0d 00:07:50.06,0.01,0.075,4.178,8/10/2020 11:02
14263,1,16,  1d 16:09:34.16,  0d 00:08:0.06,0.01,0.075,4.178,8/10/2020 11:02
14264,1,16,  1d 16:09:44.16,  0d 00:08:10.06,0.01,0.075,4.178,8/10/2020 11:02
14265,1,16,  1d 16:09:54.16,  0d 00:08:20.06,0.01,0.075,4.178,8/10/2020 11:02
14266,1,16,  1d 16:10:4.16,  0d 00:08:30.06,0.011,0.075,4.178,8/10/2020 11:03
14267,1,16,  1d 16:10:14.16,  0d 00:08:40.06,0.011,0.075,4.177,8/10/2020 11:03
14268,1,16,  1d 16:10:24.16,  0d 00:08:50.06,0.011,0.075,4.177,8/10/2020 11:03
14269,1,16,  1d 16:10:34.16,  0d 00:09:0.06,0.011,0.075,4.177,8/10/2020 11:03
14270,1,16,  1d 16:10:44.16,  0d 00:09:10.06,0.011,0.075,4.176,8/10/2020 11:03
14271,1,16,  1d 16:10:54.16,  0d 00:09:20.06,0.012,0.075,4.176,8/10/2020 11:03
14272,1,16,  1d 16:11:4.16,  0d 00:09:30.06,0.012,0.075,4.176,8/10/2020 11:04
14273,1,16,  1d 16:11:14.16,  0d 00:09:40.06,0.012,0.075,4.176,8/10/2020 11:04
14274,1,16,  1d 16:11:24.16,  0d 00:09:50.06,0.012,0.075,4.175,8/10/2020 11:04
14275,1,16,  1d 16:11:34.16,  0d 00:10:0.06,0.012,0.075,4.175,8/10/2020 11:04
14276,1,16,  1d 16:11:44.16,  0d 00:10:10.06,0.013,0.075,4.175,8/10/2020 11:04
14277,1,16,  1d 16:11:54.16,  0d 00:10:20.06,0.013,0.075,4.175,8/10/2020 11:04
14278,1,16,  1d 16:12:4.16,  0d 00:10:30.06,0.013,0.075,4.175,8/10/2020 11:05
14279,1,16,  1d 16:12:14.16,  0d 00:10:40.06,0.013,0.075,4.174,8/10/2020 11:05
14280,1,16,  1d 16:12:24.16,  0d 00:10:50.06,0.014,0.075,4.174,8/10/2020 11:05
14281,1,16,  1d 16:12:34.16,  0d 00:11:0.06,0.014,0.075,4.174,8/10/2020 11:05
14282,1,16,  1d 16:12:44.16,  0d 00:11:10.06,0.014,0.075,4.174,8/10/2020 11:05
14283,1,16,  1d 16:12:54.16,  0d 00:11:20.06,0.014,0.075,4.174,8/10/2020 11:05
14284,1,16,  1d 16:13:4.16,  0d 00:11:30.06,0.014,0.075,4.173,8/10/2020 11:06
14285,1,16,  1d 16:13:14.16,  0d 00:11:40.06,0.015,0.075,4.173,8/10/2020 11:06
14286,1,16,  1d 16:13:24.16,  0d 00:11:50.06,0.015,0.075,4.173,8/10/2020 11:06
14287,1,16,  1d 16:13:34.16,  0d 00:12:0.06,0.015,0.075,4.172,8/10/2020 11:06
14288,1,16,  1d 16:13:44.16,  0d 00:12:10.06,0.015,0.075,4.172,8/10/2020 11:06
14289,1,16,  1d 16:13:54.16,  0d 00:12:20.06,0.015,0.075,4.172,8/10/2020 11:06
14290,1,16,  1d 16:14:4.16,  0d 00:12:30.06,0.016,0.075,4.172,8/10/2020 11:07
14291,1,16,  1d 16:14:14.16,  0d 00:12:40.06,0.016,0.075,4.172,8/10/2020 11:07
14292,1,16,  1d 16:14:24.16,  0d 00:12:50.06,0.016,0.075,4.171,8/10/2020 11:07
14293,1,16,  1d 16:14:34.16,  0d 00:13:0.06,0.016,0.075,4.171,8/10/2020 11:07
14294,1,16,  1d 16:14:44.16,  0d 00:13:10.06,0.016,0.075,4.171,8/10/2020 11:07
14295,1,16,  1d 16:14:54.16,  0d 00:13:20.06,0.017,0.075,4.171,8/10/2020 11:07
14296,1,16,  1d 16:15:4.16,  0d 00:13:30.06,0.017,0.075,4.171,8/10/2020 11:08
14297,1,16,  1d 16:15:14.16,  0d 00:13:40.06,0.017,0.075,4.17,8/10/2020 11:08
14298,1,16,  1d 16:15:24.16,  0d 00:13:50.06,0.017,0.075,4.17,8/10/2020 11:08
14299,1,16,  1d 16:15:34.16,  0d 00:14:0.06,0.017,0.075,4.17,8/10/2020 11:08
14300,1,16,  1d 16:15:44.16,  0d 00:14:10.06,0.018,0.075,4.169,8/10/2020 11:08
14301,1,16,  1d 16:15:54.16,  0d 00:14:20.06,0.018,0.075,4.169,8/10/2020 11:08
14302,1,16,  1d 16:16:4.16,  0d 00:14:30.06,0.018,0.075,4.169,8/10/2020 11:09
14303,1,16,  1d 16:16:14.16,  0d 00:14:40.06,0.018,0.075,4.169,8/10/2020 11:09
14304,1,16,  1d 16:16:24.16,  0d 00:14:50.06,0.019,0.075,4.169,8/10/2020 11:09
14305,1,16,  1d 16:16:34.16,  0d 00:15:0.06,0.019,0.075,4.168,8/10/2020 11:09
14306,1,16,  1d 16:16:44.16,  0d 00:15:10.06,0.019,0.075,4.168,8/10/2020 11:09
14307,1,16,  1d 16:16:54.16,  0d 00:15:20.06,0.019,0.075,4.168,8/10/2020 11:09
14308,1,16,  1d 16:17:4.16,  0d 00:15:30.06,0.019,0.075,4.168,8/10/2020 11:10
14309,1,16,  1d 16:17:14.16,  0d 00:15:40.06,0.02,0.075,4.168,8/10/2020 11:10
14310,1,16,  1d 16:17:24.16,  0d 00:15:50.06,0.02,0.075,4.167,8/10/2020 11:10
14311,1,16,  1d 16:17:34.16,  0d 00:16:0.06,0.02,0.075,4.167,8/10/2020 11:10
14312,1,16,  1d 16:17:44.16,  0d 00:16:10.06,0.02,0.075,4.167,8/10/2020 11:10
14313,1,16,  1d 16:17:54.16,  0d 00:16:20.06,0.02,0.075,4.167,8/10/2020 11:10
14314,1,16,  1d 16:18:4.16,  0d 00:16:30.06,0.021,0.075,4.167,8/10/2020 11:11
14315,1,16,  1d 16:18:14.16,  0d 00:16:40.06,0.021,0.075,4.166,8/10/2020 11:11
14316,1,16,  1d 16:18:24.16,  0d 00:16:50.06,0.021,0.075,4.166,8/10/2020 11:11
14317,1,16,  1d 16:18:34.16,  0d 00:17:0.06,0.021,0.075,4.166,8/10/2020 11:11
14318,1,16,  1d 16:18:44.16,  0d 00:17:10.06,0.021,0.075,4.165,8/10/2020 11:11
14319,1,16,  1d 16:18:54.16,  0d 00:17:20.06,0.022,0.075,4.166,8/10/2020 11:11
14320,1,16,  1d 16:19:4.16,  0d 00:17:30.06,0.022,0.075,4.165,8/10/2020 11:12
14321,1,16,  1d 16:19:14.16,  0d 00:17:40.06,0.022,0.075,4.165,8/10/2020 11:12
14322,1,16,  1d 16:19:24.16,  0d 00:17:50.06,0.022,0.075,4.165,8/10/2020 11:12
14323,1,16,  1d 16:19:34.16,  0d 00:18:0.06,0.022,0.075,4.165,8/10/2020 11:12
14324,1,16,  1d 16:19:44.16,  0d 00:18:10.06,0.023,0.075,4.164,8/10/2020 11:12
14325,1,16,  1d 16:19:54.16,  0d 00:18:20.06,0.023,0.075,4.164,8/10/2020 11:12
14326,1,16,  1d 16:20:4.16,  0d 00:18:30.06,0.023,0.075,4.164,8/10/2020 11:13
14327,1,16,  1d 16:20:14.16,  0d 00:18:40.06,0.023,0.075,4.164,8/10/2020 11:13
14328,1,16,  1d 16:20:24.16,  0d 00:18:50.06,0.024,0.075,4.164,8/10/2020 11:13
14329,1,16,  1d 16:20:34.16,  0d 00:19:0.06,0.024,0.075,4.163,8/10/2020 11:13
14330,1,16,  1d 16:20:44.16,  0d 00:19:10.06,0.024,0.075,4.163,8/10/2020 11:13
14331,1,16,  1d 16:20:54.16,  0d 00:19:20.06,0.024,0.075,4.163,8/10/2020 11:13
14332,1,16,  1d 16:21:4.16,  0d 00:19:30.06,0.024,0.075,4.163,8/10/2020 11:14
14333,1,16,  1d 16:21:14.16,  0d 00:19:40.06,0.025,0.075,4.163,8/10/2020 11:14
14334,1,16,  1d 16:21:24.16,  0d 00:19:50.06,0.025,0.075,4.162,8/10/2020 11:14
14335,1,16,  1d 16:21:34.16,  0d 00:20:0.06,0.025,0.075,4.162,8/10/2020 11:14
14336,1,16,  1d 16:21:44.16,  0d 00:20:10.06,0.025,0.075,4.162,8/10/2020 11:14
14337,1,16,  1d 16:21:54.16,  0d 00:20:20.06,0.025,0.075,4.162,8/10/2020 11:14
14338,1,16,  1d 16:22:4.16,  0d 00:20:30.06,0.026,0.075,4.162,8/10/2020 11:15
14339,1,16,  1d 16:22:14.16,  0d 00:20:40.06,0.026,0.075,4.161,8/10/2020 11:15
14340,1,16,  1d 16:22:24.16,  0d 00:20:50.06,0.026,0.075,4.161,8/10/2020 11:15
14341,1,16,  1d 16:22:34.16,  0d 00:21:0.06,0.026,0.075,4.161,8/10/2020 11:15
14342,1,16,  1d 16:22:44.16,  0d 00:21:10.06,0.026,0.075,4.161,8/10/2020 11:15
14343,1,16,  1d 16:22:54.16,  0d 00:21:20.06,0.027,0.075,4.16,8/10/2020 11:15
14344,1,16,  1d 16:23:4.16,  0d 00:21:30.06,0.027,0.075,4.16,8/10/2020 11:16
14345,1,16,  1d 16:23:14.16,  0d 00:21:40.06,0.027,0.075,4.16,8/10/2020 11:16
14346,1,16,  1d 16:23:24.16,  0d 00:21:50.06,0.027,0.075,4.16,8/10/2020 11:16
14347,1,16,  1d 16:23:34.16,  0d 00:22:0.06,0.027,0.075,4.159,8/10/2020 11:16
14348,1,16,  1d 16:23:44.16,  0d 00:22:10.06,0.028,0.075,4.16,8/10/2020 11:16
14349,1,16,  1d 16:23:54.16,  0d 00:22:20.06,0.028,0.075,4.159,8/10/2020 11:16
14350,1,16,  1d 16:24:4.16,  0d 00:22:30.06,0.028,0.075,4.159,8/10/2020 11:17
14351,1,16,  1d 16:24:14.16,  0d 00:22:40.06,0.028,0.075,4.159,8/10/2020 11:17
14352,1,16,  1d 16:24:24.16,  0d 00:22:50.06,0.029,0.075,4.159,8/10/2020 11:17
14353,1,16,  1d 16:24:34.16,  0d 00:23:0.06,0.029,0.075,4.158,8/10/2020 11:17
14354,1,16,  1d 16:24:44.16,  0d 00:23:10.06,0.029,0.075,4.158,8/10/2020 11:17
14355,1,16,  1d 16:24:54.16,  0d 00:23:20.06,0.029,0.075,4.158,8/10/2020 11:17
14356,1,16,  1d 16:25:4.16,  0d 00:23:30.06,0.029,0.075,4.158,8/10/2020 11:18
14357,1,16,  1d 16:25:14.16,  0d 00:23:40.06,0.03,0.075,4.158,8/10/2020 11:18
14358,1,16,  1d 16:25:24.16,  0d 00:23:50.06,0.03,0.075,4.157,8/10/2020 11:18
14359,1,16,  1d 16:25:34.16,  0d 00:24:0.06,0.03,0.075,4.157,8/10/2020 11:18
14360,1,16,  1d 16:25:44.16,  0d 00:24:10.06,0.03,0.075,4.157,8/10/2020 11:18
14361,1,16,  1d 16:25:54.16,  0d 00:24:20.06,0.03,0.075,4.157,8/10/2020 11:18
14362,1,16,  1d 16:26:4.16,  0d 00:24:30.06,0.031,0.075,4.157,8/10/2020 11:19
14363,1,16,  1d 16:26:14.16,  0d 00:24:40.06,0.031,0.075,4.157,8/10/2020 11:19
14364,1,16,  1d 16:26:24.16,  0d 00:24:50.06,0.031,0.075,4.156,8/10/2020 11:19
14365,1,16,  1d 16:26:34.16,  0d 00:25:0.06,0.031,0.075,4.156,8/10/2020 11:19
14366,1,16,  1d 16:26:44.16,  0d 00:25:10.06,0.031,0.075,4.156,8/10/2020 11:19
14367,1,16,  1d 16:26:54.16,  0d 00:25:20.06,0.032,0.075,4.156,8/10/2020 11:19
14368,1,16,  1d 16:27:4.16,  0d 00:25:30.06,0.032,0.075,4.155,8/10/2020 11:20
14369,1,16,  1d 16:27:14.16,  0d 00:25:40.06,0.032,0.075,4.155,8/10/2020 11:20
14370,1,16,  1d 16:27:24.16,  0d 00:25:50.06,0.032,0.075,4.155,8/10/2020 11:20
14371,1,16,  1d 16:27:34.16,  0d 00:26:0.06,0.032,0.075,4.155,8/10/2020 11:20
14372,1,16,  1d 16:27:44.16,  0d 00:26:10.06,0.033,0.075,4.154,8/10/2020 11:20
14373,1,16,  1d 16:27:54.16,  0d 00:26:20.06,0.033,0.075,4.154,8/10/2020 11:20
14374,1,16,  1d 16:28:4.16,  0d 00:26:30.06,0.033,0.075,4.154,8/10/2020 11:21
14375,1,16,  1d 16:28:14.16,  0d 00:26:40.06,0.033,0.075,4.154,8/10/2020 11:21
14376,1,16,  1d 16:28:24.16,  0d 00:26:50.06,0.034,0.075,4.154,8/10/2020 11:21
14377,1,16,  1d 16:28:34.16,  0d 00:27:0.06,0.034,0.075,4.153,8/10/2020 11:21
14378,1,16,  1d 16:28:44.16,  0d 00:27:10.06,0.034,0.075,4.153,8/10/2020 11:21
14379,1,16,  1d 16:28:54.16,  0d 00:27:20.06,0.034,0.075,4.153,8/10/2020 11:21
14380,1,16,  1d 16:29:4.16,  0d 00:27:30.06,0.034,0.075,4.153,8/10/2020 11:22
14381,1,16,  1d 16:29:14.16,  0d 00:27:40.06,0.035,0.075,4.153,8/10/2020 11:22
14382,1,16,  1d 16:29:24.16,  0d 00:27:50.06,0.035,0.075,4.153,8/10/2020 11:22
14383,1,16,  1d 16:29:34.16,  0d 00:28:0.06,0.035,0.075,4.153,8/10/2020 11:22
14384,1,16,  1d 16:29:44.16,  0d 00:28:10.06,0.035,0.075,4.153,8/10/2020 11:22
14385,1,16,  1d 16:29:54.16,  0d 00:28:20.06,0.035,0.075,4.152,8/10/2020 11:22
14386,1,16,  1d 16:30:4.16,  0d 00:28:30.06,0.036,0.075,4.152,8/10/2020 11:23
14387,1,16,  1d 16:30:14.16,  0d 00:28:40.06,0.036,0.075,4.152,8/10/2020 11:23
14388,1,16,  1d 16:30:24.16,  0d 00:28:50.06,0.036,0.075,4.152,8/10/2020 11:23
14389,1,16,  1d 16:30:34.16,  0d 00:29:0.06,0.036,0.075,4.151,8/10/2020 11:23
14390,1,16,  1d 16:30:44.16,  0d 00:29:10.06,0.036,0.075,4.151,8/10/2020 11:23
14391,1,16,  1d 16:30:54.16,  0d 00:29:20.06,0.037,0.075,4.151,8/10/2020 11:23
14392,1,16,  1d 16:31:4.16,  0d 00:29:30.06,0.037,0.075,4.151,8/10/2020 11:24
14393,1,16,  1d 16:31:14.16,  0d 00:29:40.06,0.037,0.075,4.151,8/10/2020 11:24
14394,1,16,  1d 16:31:24.16,  0d 00:29:50.06,0.037,0.075,4.15,8/10/2020 11:24
14395,1,16,  1d 16:31:34.16,  0d 00:30:0.06,0.037,0.075,4.15,8/10/2020 11:24
14396,1,16,  1d 16:31:44.16,  0d 00:30:10.06,0.038,0.075,4.15,8/10/2020 11:24
14397,1,16,  1d 16:31:54.16,  0d 00:30:20.06,0.038,0.075,4.15,8/10/2020 11:24
14398,1,16,  1d 16:32:4.16,  0d 00:30:30.06,0.038,0.075,4.15,8/10/2020 11:25
14399,1,16,  1d 16:32:14.16,  0d 00:30:40.06,0.038,0.075,4.15,8/10/2020 11:25
14400,1,16,  1d 16:32:24.16,  0d 00:30:50.06,0.039,0.075,4.149,8/10/2020 11:25
14401,1,16,  1d 16:32:34.16,  0d 00:31:0.06,0.039,0.075,4.149,8/10/2020 11:25
14402,1,16,  1d 16:32:44.16,  0d 00:31:10.06,0.039,0.075,4.149,8/10/2020 11:25
14403,1,16,  1d 16:32:54.16,  0d 00:31:20.06,0.039,0.075,4.149,8/10/2020 11:25
14404,1,16,  1d 16:33:4.16,  0d 00:31:30.06,0.039,0.075,4.149,8/10/2020 11:26
14405,1,16,  1d 16:33:14.16,  0d 00:31:40.06,0.04,0.075,4.149,8/10/2020 11:26
14406,1,16,  1d 16:33:24.16,  0d 00:31:50.06,0.04,0.075,4.149,8/10/2020 11:26
14407,1,16,  1d 16:33:34.16,  0d 00:32:0.06,0.04,0.075,4.148,8/10/2020 11:26
14408,1,16,  1d 16:33:44.16,  0d 00:32:10.06,0.04,0.075,4.148,8/10/2020 11:26
14409,1,16,  1d 16:33:54.16,  0d 00:32:20.06,0.04,0.075,4.148,8/10/2020 11:26
14410,1,16,  1d 16:34:4.16,  0d 00:32:30.06,0.041,0.075,4.147,8/10/2020 11:27
14411,1,16,  1d 16:34:14.16,  0d 00:32:40.06,0.041,0.075,4.147,8/10/2020 11:27
14412,1,16,  1d 16:34:24.16,  0d 00:32:50.06,0.041,0.075,4.147,8/10/2020 11:27
14413,1,16,  1d 16:34:34.16,  0d 00:33:0.06,0.041,0.075,4.147,8/10/2020 11:27
14414,1,16,  1d 16:34:44.16,  0d 00:33:10.06,0.041,0.075,4.147,8/10/2020 11:27
14415,1,16,  1d 16:34:54.16,  0d 00:33:20.06,0.042,0.075,4.147,8/10/2020 11:27
14416,1,16,  1d 16:35:4.16,  0d 00:33:30.06,0.042,0.075,4.146,8/10/2020 11:28
14417,1,16,  1d 16:35:14.16,  0d 00:33:40.06,0.042,0.075,4.146,8/10/2020 11:28
14418,1,16,  1d 16:35:24.16,  0d 00:33:50.06,0.042,0.075,4.146,8/10/2020 11:28
14419,1,16,  1d 16:35:34.16,  0d 00:34:0.06,0.042,0.075,4.146,8/10/2020 11:28
14420,1,16,  1d 16:35:44.16,  0d 00:34:10.06,0.043,0.075,4.146,8/10/2020 11:28
14421,1,16,  1d 16:35:54.16,  0d 00:34:20.06,0.043,0.075,4.145,8/10/2020 11:28
14422,1,16,  1d 16:36:4.16,  0d 00:34:30.06,0.043,0.075,4.145,8/10/2020 11:29
14423,1,16,  1d 16:36:14.16,  0d 00:34:40.06,0.043,0.075,4.145,8/10/2020 11:29
14424,1,16,  1d 16:36:24.16,  0d 00:34:50.06,0.044,0.075,4.145,8/10/2020 11:29
14425,1,16,  1d 16:36:34.16,  0d 00:35:0.06,0.044,0.075,4.145,8/10/2020 11:29
14426,1,16,  1d 16:36:44.16,  0d 00:35:10.06,0.044,0.075,4.145,8/10/2020 11:29
14427,1,16,  1d 16:36:54.16,  0d 00:35:20.06,0.044,0.075,4.145,8/10/2020 11:29
14428,1,16,  1d 16:37:4.16,  0d 00:35:30.06,0.044,0.075,4.144,8/10/2020 11:30
14429,1,16,  1d 16:37:14.16,  0d 00:35:40.06,0.045,0.075,4.144,8/10/2020 11:30
14430,1,16,  1d 16:37:24.16,  0d 00:35:50.06,0.045,0.075,4.144,8/10/2020 11:30
14431,1,16,  1d 16:37:34.16,  0d 00:36:0.06,0.045,0.075,4.143,8/10/2020 11:30
14432,1,16,  1d 16:37:44.16,  0d 00:36:10.06,0.045,0.075,4.144,8/10/2020 11:30
14433,1,16,  1d 16:37:54.16,  0d 00:36:20.06,0.045,0.075,4.143,8/10/2020 11:30
14434,1,16,  1d 16:38:4.16,  0d 00:36:30.06,0.046,0.075,4.143,8/10/2020 11:31
14435,1,16,  1d 16:38:14.16,  0d 00:36:40.06,0.046,0.075,4.143,8/10/2020 11:31
14436,1,16,  1d 16:38:24.16,  0d 00:36:50.06,0.046,0.075,4.143,8/10/2020 11:31
14437,1,16,  1d 16:38:34.16,  0d 00:37:0.06,0.046,0.075,4.143,8/10/2020 11:31
14438,1,16,  1d 16:38:44.16,  0d 00:37:10.06,0.046,0.075,4.142,8/10/2020 11:31
14439,1,16,  1d 16:38:54.16,  0d 00:37:20.06,0.047,0.075,4.142,8/10/2020 11:31
14440,1,16,  1d 16:39:4.16,  0d 00:37:30.06,0.047,0.075,4.142,8/10/2020 11:32
14441,1,16,  1d 16:39:14.16,  0d 00:37:40.06,0.047,0.075,4.142,8/10/2020 11:32
14442,1,16,  1d 16:39:24.16,  0d 00:37:50.06,0.047,0.075,4.142,8/10/2020 11:32
14443,1,16,  1d 16:39:34.16,  0d 00:38:0.06,0.047,0.075,4.141,8/10/2020 11:32
14444,1,16,  1d 16:39:44.16,  0d 00:38:10.06,0.048,0.075,4.141,8/10/2020 11:32
14445,1,16,  1d 16:39:54.16,  0d 00:38:20.06,0.048,0.075,4.141,8/10/2020 11:32
14446,1,16,  1d 16:40:4.16,  0d 00:38:30.06,0.048,0.075,4.141,8/10/2020 11:33
14447,1,16,  1d 16:40:14.16,  0d 00:38:40.06,0.048,0.075,4.141,8/10/2020 11:33
14448,1,16,  1d 16:40:24.16,  0d 00:38:50.06,0.049,0.075,4.141,8/10/2020 11:33
14449,1,16,  1d 16:40:34.16,  0d 00:39:0.06,0.049,0.075,4.14,8/10/2020 11:33
14450,1,16,  1d 16:40:44.16,  0d 00:39:10.06,0.049,0.075,4.141,8/10/2020 11:33
14451,1,16,  1d 16:40:54.16,  0d 00:39:20.06,0.049,0.075,4.14,8/10/2020 11:33
14452,1,16,  1d 16:41:4.16,  0d 00:39:30.06,0.049,0.075,4.14,8/10/2020 11:34
14453,1,16,  1d 16:41:14.16,  0d 00:39:40.06,0.05,0.075,4.139,8/10/2020 11:34
14454,1,16,  1d 16:41:24.16,  0d 00:39:50.06,0.05,0.075,4.14,8/10/2020 11:34
14455,1,16,  1d 16:41:34.16,  0d 00:40:0.06,0.05,0.075,4.139,8/10/2020 11:34
14456,1,16,  1d 16:41:44.16,  0d 00:40:10.06,0.05,0.075,4.139,8/10/2020 11:34
14457,1,16,  1d 16:41:54.16,  0d 00:40:20.06,0.05,0.075,4.139,8/10/2020 11:34
14458,1,16,  1d 16:42:4.16,  0d 00:40:30.06,0.051,0.075,4.139,8/10/2020 11:35
14459,1,16,  1d 16:42:14.16,  0d 00:40:40.06,0.051,0.075,4.139,8/10/2020 11:35
14460,1,16,  1d 16:42:24.16,  0d 00:40:50.06,0.051,0.075,4.138,8/10/2020 11:35
14461,1,16,  1d 16:42:34.16,  0d 00:41:0.06,0.051,0.075,4.138,8/10/2020 11:35
14462,1,16,  1d 16:42:44.16,  0d 00:41:10.06,0.051,0.075,4.138,8/10/2020 11:35
14463,1,16,  1d 16:42:54.16,  0d 00:41:20.06,0.052,0.075,4.138,8/10/2020 11:35
14464,1,16,  1d 16:43:4.16,  0d 00:41:30.06,0.052,0.075,4.138,8/10/2020 11:36
14465,1,16,  1d 16:43:14.16,  0d 00:41:40.06,0.052,0.075,4.138,8/10/2020 11:36
14466,1,16,  1d 16:43:24.16,  0d 00:41:50.06,0.052,0.075,4.138,8/10/2020 11:36
14467,1,16,  1d 16:43:34.16,  0d 00:42:0.06,0.052,0.075,4.138,8/10/2020 11:36
14468,1,16,  1d 16:43:44.16,  0d 00:42:10.06,0.053,0.075,4.137,8/10/2020 11:36
14469,1,16,  1d 16:43:54.16,  0d 00:42:20.06,0.053,0.075,4.137,8/10/2020 11:36
14470,1,16,  1d 16:44:4.16,  0d 00:42:30.06,0.053,0.075,4.137,8/10/2020 11:37
14471,1,16,  1d 16:44:14.16,  0d 00:42:40.06,0.053,0.075,4.137,8/10/2020 11:37
