,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPT Time
16193,1,16,  1d 21:31:14.16,  0d 05:29:40.06,0.412,0.075,3.95,8/10/2020 16:24
16194,1,16,  1d 21:31:24.16,  0d 05:29:50.06,0.412,0.075,3.95,8/10/2020 16:24
16195,1,16,  1d 21:31:34.16,  0d 05:30:0.06,0.412,0.075,3.95,8/10/2020 16:24
16196,1,16,  1d 21:31:44.16,  0d 05:30:10.06,0.413,0.075,3.95,8/10/2020 16:24
16197,1,16,  1d 21:31:54.16,  0d 05:30:20.06,0.413,0.075,3.95,8/10/2020 16:24
16198,1,16,  1d 21:32:4.16,  0d 05:30:30.06,0.413,0.075,3.949,8/10/2020 16:25
16199,1,16,  1d 21:32:14.16,  0d 05:30:40.06,0.413,0.075,3.949,8/10/2020 16:25
16200,1,16,  1d 21:32:24.16,  0d 05:30:50.06,0.413,0.075,3.949,8/10/2020 16:25
16201,1,16,  1d 21:32:34.16,  0d 05:31:0.06,0.414,0.075,3.949,8/10/2020 16:25
16202,1,16,  1d 21:32:44.16,  0d 05:31:10.06,0.414,0.075,3.949,8/10/2020 16:25
16203,1,16,  1d 21:32:54.16,  0d 05:31:20.06,0.414,0.075,3.949,8/10/2020 16:25
16204,1,16,  1d 21:33:4.16,  0d 05:31:30.06,0.414,0.075,3.949,8/10/2020 16:26
16205,1,16,  1d 21:33:14.16,  0d 05:31:40.06,0.415,0.075,3.949,8/10/2020 16:26
16206,1,16,  1d 21:33:24.16,  0d 05:31:50.06,0.415,0.075,3.949,8/10/2020 16:26
16207,1,16,  1d 21:33:34.16,  0d 05:32:0.06,0.415,0.075,3.949,8/10/2020 16:26
16208,1,16,  1d 21:33:44.16,  0d 05:32:10.06,0.415,0.075,3.949,8/10/2020 16:26
16209,1,16,  1d 21:33:54.16,  0d 05:32:20.06,0.415,0.075,3.948,8/10/2020 16:26
16210,1,16,  1d 21:34:4.16,  0d 05:32:30.06,0.416,0.075,3.948,8/10/2020 16:27
16211,1,16,  1d 21:34:14.16,  0d 05:32:40.06,0.416,0.075,3.948,8/10/2020 16:27
16212,1,16,  1d 21:34:24.16,  0d 05:32:50.06,0.416,0.075,3.948,8/10/2020 16:27
16213,1,16,  1d 21:34:34.16,  0d 05:33:0.06,0.416,0.075,3.948,8/10/2020 16:27
16214,1,16,  1d 21:34:44.16,  0d 05:33:10.06,0.416,0.075,3.948,8/10/2020 16:27
16215,1,16,  1d 21:34:54.16,  0d 05:33:20.06,0.417,0.075,3.948,8/10/2020 16:27
16216,1,16,  1d 21:35:4.16,  0d 05:33:30.06,0.417,0.075,3.947,8/10/2020 16:28
16217,1,16,  1d 21:35:14.16,  0d 05:33:40.06,0.417,0.075,3.947,8/10/2020 16:28
16218,1,16,  1d 21:35:24.16,  0d 05:33:50.06,0.417,0.075,3.947,8/10/2020 16:28
16219,1,16,  1d 21:35:34.16,  0d 05:34:0.06,0.417,0.075,3.947,8/10/2020 16:28
16220,1,16,  1d 21:35:44.16,  0d 05:34:10.06,0.418,0.075,3.947,8/10/2020 16:28
16221,1,16,  1d 21:35:54.16,  0d 05:34:20.06,0.418,0.075,3.947,8/10/2020 16:28
16222,1,16,  1d 21:36:4.16,  0d 05:34:30.06,0.418,0.075,3.947,8/10/2020 16:29
16223,1,16,  1d 21:36:14.16,  0d 05:34:40.06,0.418,0.075,3.947,8/10/2020 16:29
16224,1,16,  1d 21:36:24.16,  0d 05:34:50.06,0.418,0.075,3.947,8/10/2020 16:29
16225,1,16,  1d 21:36:34.16,  0d 05:35:0.06,0.419,0.075,3.946,8/10/2020 16:29
16226,1,16,  1d 21:36:44.16,  0d 05:35:10.06,0.419,0.075,3.946,8/10/2020 16:29
16227,1,16,  1d 21:36:54.16,  0d 05:35:20.06,0.419,0.075,3.947,8/10/2020 16:29
16228,1,16,  1d 21:37:4.16,  0d 05:35:30.06,0.419,0.075,3.946,8/10/2020 16:30
16229,1,16,  1d 21:37:14.16,  0d 05:35:40.06,0.42,0.075,3.946,8/10/2020 16:30
16230,1,16,  1d 21:37:24.16,  0d 05:35:50.06,0.42,0.075,3.946,8/10/2020 16:30
16231,1,16,  1d 21:37:34.16,  0d 05:36:0.06,0.42,0.075,3.946,8/10/2020 16:30
16232,1,16,  1d 21:37:44.16,  0d 05:36:10.06,0.42,0.075,3.945,8/10/2020 16:30
16233,1,16,  1d 21:37:54.16,  0d 05:36:20.06,0.42,0.075,3.946,8/10/2020 16:30
16234,1,16,  1d 21:38:4.16,  0d 05:36:30.06,0.421,0.075,3.946,8/10/2020 16:31
16235,1,16,  1d 21:38:14.16,  0d 05:36:40.06,0.421,0.075,3.945,8/10/2020 16:31
16236,1,16,  1d 21:38:24.16,  0d 05:36:50.06,0.421,0.075,3.945,8/10/2020 16:31
16237,1,16,  1d 21:38:34.16,  0d 05:37:0.06,0.421,0.075,3.945,8/10/2020 16:31
16238,1,16,  1d 21:38:44.16,  0d 05:37:10.06,0.421,0.075,3.945,8/10/2020 16:31
16239,1,16,  1d 21:38:54.16,  0d 05:37:20.06,0.422,0.075,3.945,8/10/2020 16:31
16240,1,16,  1d 21:39:4.16,  0d 05:37:30.06,0.422,0.075,3.945,8/10/2020 16:32
16241,1,16,  1d 21:39:14.16,  0d 05:37:40.06,0.422,0.075,3.945,8/10/2020 16:32
16242,1,16,  1d 21:39:24.16,  0d 05:37:50.06,0.422,0.075,3.945,8/10/2020 16:32
16243,1,16,  1d 21:39:34.16,  0d 05:38:0.06,0.422,0.075,3.945,8/10/2020 16:32
16244,1,16,  1d 21:39:44.16,  0d 05:38:10.06,0.423,0.075,3.945,8/10/2020 16:32
16245,1,16,  1d 21:39:54.16,  0d 05:38:20.06,0.423,0.075,3.944,8/10/2020 16:32
16246,1,16,  1d 21:40:4.16,  0d 05:38:30.06,0.423,0.075,3.944,8/10/2020 16:33
16247,1,16,  1d 21:40:14.16,  0d 05:38:40.06,0.423,0.075,3.944,8/10/2020 16:33
16248,1,16,  1d 21:40:24.16,  0d 05:38:50.06,0.423,0.075,3.944,8/10/2020 16:33
16249,1,16,  1d 21:40:34.16,  0d 05:39:0.06,0.424,0.075,3.944,8/10/2020 16:33
16250,1,16,  1d 21:40:44.16,  0d 05:39:10.06,0.424,0.075,3.944,8/10/2020 16:33
16251,1,16,  1d 21:40:54.16,  0d 05:39:20.06,0.424,0.075,3.944,8/10/2020 16:33
16252,1,16,  1d 21:41:4.16,  0d 05:39:30.06,0.424,0.075,3.943,8/10/2020 16:34
16253,1,16,  1d 21:41:14.16,  0d 05:39:40.06,0.425,0.075,3.944,8/10/2020 16:34
16254,1,16,  1d 21:41:24.16,  0d 05:39:50.06,0.425,0.075,3.943,8/10/2020 16:34
16255,1,16,  1d 21:41:34.16,  0d 05:40:0.06,0.425,0.075,3.943,8/10/2020 16:34
16256,1,16,  1d 21:41:44.16,  0d 05:40:10.06,0.425,0.075,3.943,8/10/2020 16:34
16257,1,16,  1d 21:41:54.16,  0d 05:40:20.06,0.425,0.075,3.943,8/10/2020 16:34
16258,1,16,  1d 21:42:4.16,  0d 05:40:30.06,0.426,0.075,3.943,8/10/2020 16:35
16259,1,16,  1d 21:42:14.16,  0d 05:40:40.06,0.426,0.075,3.943,8/10/2020 16:35
16260,1,16,  1d 21:42:24.16,  0d 05:40:50.06,0.426,0.075,3.943,8/10/2020 16:35
16261,1,16,  1d 21:42:34.16,  0d 05:41:0.06,0.426,0.075,3.943,8/10/2020 16:35
16262,1,16,  1d 21:42:44.16,  0d 05:41:10.06,0.426,0.075,3.942,8/10/2020 16:35
16263,1,16,  1d 21:42:54.16,  0d 05:41:20.06,0.427,0.075,3.942,8/10/2020 16:35
16264,1,16,  1d 21:43:4.16,  0d 05:41:30.06,0.427,0.075,3.942,8/10/2020 16:36
16265,1,16,  1d 21:43:14.16,  0d 05:41:40.06,0.427,0.075,3.942,8/10/2020 16:36
16266,1,16,  1d 21:43:24.16,  0d 05:41:50.06,0.427,0.075,3.942,8/10/2020 16:36
16267,1,16,  1d 21:43:34.16,  0d 05:42:0.06,0.427,0.075,3.942,8/10/2020 16:36
16268,1,16,  1d 21:43:44.16,  0d 05:42:10.06,0.428,0.075,3.942,8/10/2020 16:36
16269,1,16,  1d 21:43:54.16,  0d 05:42:20.06,0.428,0.075,3.942,8/10/2020 16:36
16270,1,16,  1d 21:44:4.16,  0d 05:42:30.06,0.428,0.075,3.942,8/10/2020 16:37
16271,1,16,  1d 21:44:14.16,  0d 05:42:40.06,0.428,0.075,3.942,8/10/2020 16:37
16272,1,16,  1d 21:44:24.16,  0d 05:42:50.06,0.428,0.075,3.941,8/10/2020 16:37
16273,1,16,  1d 21:44:34.16,  0d 05:43:0.06,0.429,0.075,3.941,8/10/2020 16:37
16274,1,16,  1d 21:44:44.16,  0d 05:43:10.06,0.429,0.075,3.941,8/10/2020 16:37
16275,1,16,  1d 21:44:54.16,  0d 05:43:20.06,0.429,0.075,3.941,8/10/2020 16:37
16276,1,16,  1d 21:45:4.16,  0d 05:43:30.06,0.429,0.075,3.941,8/10/2020 16:38
16277,1,16,  1d 21:45:14.16,  0d 05:43:40.06,0.43,0.075,3.941,8/10/2020 16:38
16278,1,16,  1d 21:45:24.16,  0d 05:43:50.06,0.43,0.075,3.941,8/10/2020 16:38
16279,1,16,  1d 21:45:34.16,  0d 05:44:0.06,0.43,0.075,3.941,8/10/2020 16:38
16280,1,16,  1d 21:45:44.16,  0d 05:44:10.06,0.43,0.075,3.941,8/10/2020 16:38
16281,1,16,  1d 21:45:54.16,  0d 05:44:20.06,0.43,0.075,3.941,8/10/2020 16:38
16282,1,16,  1d 21:46:4.16,  0d 05:44:30.06,0.431,0.075,3.94,8/10/2020 16:39
16283,1,16,  1d 21:46:14.16,  0d 05:44:40.06,0.431,0.075,3.94,8/10/2020 16:39
16284,1,16,  1d 21:46:24.16,  0d 05:44:50.06,0.431,0.075,3.94,8/10/2020 16:39
16285,1,16,  1d 21:46:34.16,  0d 05:45:0.06,0.431,0.075,3.94,8/10/2020 16:39
16286,1,16,  1d 21:46:44.16,  0d 05:45:10.06,0.431,0.075,3.94,8/10/2020 16:39
16287,1,16,  1d 21:46:54.16,  0d 05:45:20.06,0.432,0.075,3.94,8/10/2020 16:39
16288,1,16,  1d 21:47:4.16,  0d 05:45:30.06,0.432,0.075,3.939,8/10/2020 16:40
16289,1,16,  1d 21:47:14.16,  0d 05:45:40.06,0.432,0.075,3.939,8/10/2020 16:40
16290,1,16,  1d 21:47:24.16,  0d 05:45:50.06,0.432,0.075,3.939,8/10/2020 16:40
16291,1,16,  1d 21:47:34.16,  0d 05:46:0.06,0.432,0.075,3.939,8/10/2020 16:40
16292,1,16,  1d 21:47:44.16,  0d 05:46:10.06,0.433,0.075,3.939,8/10/2020 16:40
16293,1,16,  1d 21:47:54.16,  0d 05:46:20.06,0.433,0.075,3.939,8/10/2020 16:40
16294,1,16,  1d 21:48:4.16,  0d 05:46:30.06,0.433,0.075,3.939,8/10/2020 16:41
16295,1,16,  1d 21:48:14.16,  0d 05:46:40.06,0.433,0.075,3.939,8/10/2020 16:41
16296,1,16,  1d 21:48:24.16,  0d 05:46:50.06,0.433,0.075,3.939,8/10/2020 16:41
16297,1,16,  1d 21:48:34.16,  0d 05:47:0.06,0.434,0.075,3.939,8/10/2020 16:41
16298,1,16,  1d 21:48:44.16,  0d 05:47:10.06,0.434,0.075,3.939,8/10/2020 16:41
16299,1,16,  1d 21:48:54.16,  0d 05:47:20.06,0.434,0.075,3.938,8/10/2020 16:41
16300,1,16,  1d 21:49:4.16,  0d 05:47:30.06,0.434,0.075,3.938,8/10/2020 16:42
16301,1,16,  1d 21:49:14.16,  0d 05:47:40.06,0.435,0.075,3.938,8/10/2020 16:42
16302,1,16,  1d 21:49:24.16,  0d 05:47:50.06,0.435,0.075,3.938,8/10/2020 16:42
16303,1,16,  1d 21:49:34.16,  0d 05:48:0.06,0.435,0.075,3.938,8/10/2020 16:42
16304,1,16,  1d 21:49:44.16,  0d 05:48:10.06,0.435,0.075,3.938,8/10/2020 16:42
16305,1,16,  1d 21:49:54.16,  0d 05:48:20.06,0.435,0.075,3.938,8/10/2020 16:42
16306,1,16,  1d 21:50:4.16,  0d 05:48:30.06,0.436,0.075,3.938,8/10/2020 16:43
16307,1,16,  1d 21:50:14.16,  0d 05:48:40.06,0.436,0.075,3.938,8/10/2020 16:43
16308,1,16,  1d 21:50:24.16,  0d 05:48:50.06,0.436,0.075,3.938,8/10/2020 16:43
16309,1,16,  1d 21:50:34.16,  0d 05:49:0.06,0.436,0.075,3.937,8/10/2020 16:43
16310,1,16,  1d 21:50:44.16,  0d 05:49:10.06,0.436,0.075,3.938,8/10/2020 16:43
16311,1,16,  1d 21:50:54.16,  0d 05:49:20.06,0.437,0.075,3.937,8/10/2020 16:43
16312,1,16,  1d 21:51:4.16,  0d 05:49:30.06,0.437,0.075,3.937,8/10/2020 16:44
16313,1,16,  1d 21:51:14.16,  0d 05:49:40.06,0.437,0.075,3.937,8/10/2020 16:44
16314,1,16,  1d 21:51:24.16,  0d 05:49:50.06,0.437,0.075,3.937,8/10/2020 16:44
16315,1,16,  1d 21:51:34.16,  0d 05:50:0.06,0.437,0.075,3.937,8/10/2020 16:44
16316,1,16,  1d 21:51:44.16,  0d 05:50:10.06,0.438,0.075,3.936,8/10/2020 16:44
16317,1,16,  1d 21:51:54.16,  0d 05:50:20.06,0.438,0.075,3.937,8/10/2020 16:44
16318,1,16,  1d 21:52:4.16,  0d 05:50:30.06,0.438,0.075,3.937,8/10/2020 16:45
16319,1,16,  1d 21:52:14.16,  0d 05:50:40.06,0.438,0.075,3.936,8/10/2020 16:45
16320,1,16,  1d 21:52:24.16,  0d 05:50:50.06,0.438,0.075,3.936,8/10/2020 16:45
16321,1,16,  1d 21:52:34.16,  0d 05:51:0.06,0.439,0.075,3.936,8/10/2020 16:45
16322,1,16,  1d 21:52:44.16,  0d 05:51:10.06,0.439,0.075,3.936,8/10/2020 16:45
16323,1,16,  1d 21:52:54.16,  0d 05:51:20.06,0.439,0.075,3.936,8/10/2020 16:45
16324,1,16,  1d 21:53:4.16,  0d 05:51:30.06,0.439,0.075,3.936,8/10/2020 16:46
16325,1,16,  1d 21:53:14.16,  0d 05:51:40.06,0.44,0.075,3.936,8/10/2020 16:46
16326,1,16,  1d 21:53:24.16,  0d 05:51:50.06,0.44,0.075,3.935,8/10/2020 16:46
16327,1,16,  1d 21:53:34.16,  0d 05:52:0.06,0.44,0.075,3.935,8/10/2020 16:46
16328,1,16,  1d 21:53:44.16,  0d 05:52:10.06,0.44,0.075,3.936,8/10/2020 16:46
16329,1,16,  1d 21:53:54.16,  0d 05:52:20.06,0.44,0.075,3.935,8/10/2020 16:46
16330,1,16,  1d 21:54:4.16,  0d 05:52:30.06,0.441,0.075,3.935,8/10/2020 16:47
16331,1,16,  1d 21:54:14.16,  0d 05:52:40.06,0.441,0.075,3.935,8/10/2020 16:47
16332,1,16,  1d 21:54:24.16,  0d 05:52:50.06,0.441,0.075,3.935,8/10/2020 16:47
16333,1,16,  1d 21:54:34.16,  0d 05:53:0.06,0.441,0.075,3.935,8/10/2020 16:47
16334,1,16,  1d 21:54:44.16,  0d 05:53:10.06,0.441,0.075,3.935,8/10/2020 16:47
16335,1,16,  1d 21:54:54.16,  0d 05:53:20.06,0.442,0.075,3.934,8/10/2020 16:47
16336,1,16,  1d 21:55:4.16,  0d 05:53:30.06,0.442,0.075,3.935,8/10/2020 16:48
16337,1,16,  1d 21:55:14.16,  0d 05:53:40.06,0.442,0.075,3.934,8/10/2020 16:48
16338,1,16,  1d 21:55:24.16,  0d 05:53:50.06,0.442,0.075,3.934,8/10/2020 16:48
16339,1,16,  1d 21:55:34.16,  0d 05:54:0.06,0.442,0.075,3.934,8/10/2020 16:48
16340,1,16,  1d 21:55:44.16,  0d 05:54:10.06,0.443,0.075,3.934,8/10/2020 16:48
16341,1,16,  1d 21:55:54.16,  0d 05:54:20.06,0.443,0.075,3.934,8/10/2020 16:48
16342,1,16,  1d 21:56:4.16,  0d 05:54:30.06,0.443,0.075,3.934,8/10/2020 16:49
16343,1,16,  1d 21:56:14.16,  0d 05:54:40.06,0.443,0.075,3.934,8/10/2020 16:49
16344,1,16,  1d 21:56:24.16,  0d 05:54:50.06,0.443,0.075,3.934,8/10/2020 16:49
16345,1,16,  1d 21:56:34.16,  0d 05:55:0.06,0.444,0.075,3.934,8/10/2020 16:49
16346,1,16,  1d 21:56:44.16,  0d 05:55:10.06,0.444,0.075,3.933,8/10/2020 16:49
16347,1,16,  1d 21:56:54.16,  0d 05:55:20.06,0.444,0.075,3.933,8/10/2020 16:49
16348,1,16,  1d 21:57:4.16,  0d 05:55:30.06,0.444,0.075,3.933,8/10/2020 16:50
16349,1,16,  1d 21:57:14.16,  0d 05:55:40.06,0.445,0.075,3.933,8/10/2020 16:50
16350,1,16,  1d 21:57:24.16,  0d 05:55:50.06,0.445,0.075,3.933,8/10/2020 16:50
16351,1,16,  1d 21:57:34.16,  0d 05:56:0.06,0.445,0.075,3.933,8/10/2020 16:50
16352,1,16,  1d 21:57:44.16,  0d 05:56:10.06,0.445,0.075,3.933,8/10/2020 16:50
16353,1,16,  1d 21:57:54.16,  0d 05:56:20.06,0.445,0.075,3.933,8/10/2020 16:50
16354,1,16,  1d 21:58:4.16,  0d 05:56:30.06,0.446,0.075,3.932,8/10/2020 16:51
16355,1,16,  1d 21:58:14.16,  0d 05:56:40.06,0.446,0.075,3.933,8/10/2020 16:51
16356,1,16,  1d 21:58:24.16,  0d 05:56:50.06,0.446,0.075,3.933,8/10/2020 16:51
16357,1,16,  1d 21:58:34.16,  0d 05:57:0.06,0.446,0.075,3.932,8/10/2020 16:51
16358,1,16,  1d 21:58:44.16,  0d 05:57:10.06,0.446,0.075,3.932,8/10/2020 16:51
16359,1,16,  1d 21:58:54.16,  0d 05:57:20.06,0.447,0.075,3.932,8/10/2020 16:51
16360,1,16,  1d 21:59:4.16,  0d 05:57:30.06,0.447,0.075,3.932,8/10/2020 16:52
16361,1,16,  1d 21:59:14.16,  0d 05:57:40.06,0.447,0.075,3.932,8/10/2020 16:52
16362,1,16,  1d 21:59:24.16,  0d 05:57:50.06,0.447,0.075,3.932,8/10/2020 16:52
16363,1,16,  1d 21:59:34.16,  0d 05:58:0.06,0.447,0.075,3.932,8/10/2020 16:52
16364,1,16,  1d 21:59:44.16,  0d 05:58:10.06,0.448,0.075,3.932,8/10/2020 16:52
16365,1,16,  1d 21:59:54.16,  0d 05:58:20.06,0.448,0.075,3.932,8/10/2020 16:52
16366,1,16,  1d 22:00:4.16,  0d 05:58:30.06,0.448,0.075,3.931,8/10/2020 16:53
16367,1,16,  1d 22:00:14.16,  0d 05:58:40.06,0.448,0.075,3.931,8/10/2020 16:53
16368,1,16,  1d 22:00:24.16,  0d 05:58:50.06,0.448,0.075,3.931,8/10/2020 16:53
16369,1,16,  1d 22:00:34.16,  0d 05:59:0.06,0.449,0.075,3.931,8/10/2020 16:53
16370,1,16,  1d 22:00:44.16,  0d 05:59:10.06,0.449,0.075,3.931,8/10/2020 16:53
16371,1,16,  1d 22:00:54.16,  0d 05:59:20.06,0.449,0.075,3.931,8/10/2020 16:53
16372,1,16,  1d 22:01:4.16,  0d 05:59:30.06,0.449,0.075,3.931,8/10/2020 16:54
16373,1,16,  1d 22:01:14.16,  0d 05:59:40.06,0.45,0.075,3.931,8/10/2020 16:54
16374,1,16,  1d 22:01:24.16,  0d 05:59:50.06,0.45,0.075,3.93,8/10/2020 16:54
16375,1,16,  1d 22:01:34.16,  0d 06:00:0.06,0.45,0.075,3.93,8/10/2020 16:54
16376,1,16,  1d 22:01:44.16,  0d 06:00:10.06,0.45,0.075,3.93,8/10/2020 16:54
16377,1,16,  1d 22:01:54.16,  0d 06:00:20.06,0.45,0.075,3.93,8/10/2020 16:54
16378,1,16,  1d 22:02:4.16,  0d 06:00:30.06,0.451,0.075,3.93,8/10/2020 16:55
16379,1,16,  1d 22:02:14.16,  0d 06:00:40.06,0.451,0.075,3.93,8/10/2020 16:55
16380,1,16,  1d 22:02:24.16,  0d 06:00:50.06,0.451,0.075,3.93,8/10/2020 16:55
16381,1,16,  1d 22:02:34.16,  0d 06:01:0.06,0.451,0.075,3.93,8/10/2020 16:55
16382,1,16,  1d 22:02:44.16,  0d 06:01:10.06,0.451,0.075,3.93,8/10/2020 16:55
16383,1,16,  1d 22:02:54.16,  0d 06:01:20.06,0.452,0.075,3.93,8/10/2020 16:55
16384,1,16,  1d 22:03:4.16,  0d 06:01:30.06,0.452,0.075,3.929,8/10/2020 16:56
16385,1,16,  1d 22:03:14.16,  0d 06:01:40.06,0.452,0.075,3.929,8/10/2020 16:56
16386,1,16,  1d 22:03:24.16,  0d 06:01:50.06,0.452,0.075,3.929,8/10/2020 16:56
16387,1,16,  1d 22:03:34.16,  0d 06:02:0.06,0.452,0.075,3.929,8/10/2020 16:56
16388,1,16,  1d 22:03:44.16,  0d 06:02:10.06,0.453,0.075,3.929,8/10/2020 16:56
16389,1,16,  1d 22:03:54.16,  0d 06:02:20.06,0.453,0.075,3.929,8/10/2020 16:56
16390,1,16,  1d 22:04:4.16,  0d 06:02:30.06,0.453,0.075,3.929,8/10/2020 16:57
16391,1,16,  1d 22:04:14.16,  0d 06:02:40.06,0.453,0.075,3.929,8/10/2020 16:57
16392,1,16,  1d 22:04:24.16,  0d 06:02:50.06,0.453,0.075,3.929,8/10/2020 16:57
16393,1,16,  1d 22:04:34.16,  0d 06:03:0.06,0.454,0.075,3.928,8/10/2020 16:57
16394,1,16,  1d 22:04:44.16,  0d 06:03:10.06,0.454,0.075,3.928,8/10/2020 16:57
16395,1,16,  1d 22:04:54.16,  0d 06:03:20.06,0.454,0.075,3.928,8/10/2020 16:57
16396,1,16,  1d 22:05:4.16,  0d 06:03:30.06,0.454,0.075,3.928,8/10/2020 16:58
16397,1,16,  1d 22:05:14.16,  0d 06:03:40.06,0.455,0.075,3.928,8/10/2020 16:58
16398,1,16,  1d 22:05:24.16,  0d 06:03:50.06,0.455,0.075,3.928,8/10/2020 16:58
16399,1,16,  1d 22:05:34.16,  0d 06:04:0.06,0.455,0.075,3.928,8/10/2020 16:58
16400,1,16,  1d 22:05:44.16,  0d 06:04:10.06,0.455,0.075,3.928,8/10/2020 16:58
16401,1,16,  1d 22:05:54.16,  0d 06:04:20.06,0.455,0.075,3.928,8/10/2020 16:58
16402,1,16,  1d 22:06:4.16,  0d 06:04:30.06,0.456,0.075,3.928,8/10/2020 16:59
16403,1,16,  1d 22:06:14.16,  0d 06:04:40.06,0.456,0.075,3.927,8/10/2020 16:59
16404,1,16,  1d 22:06:24.16,  0d 06:04:50.06,0.456,0.075,3.927,8/10/2020 16:59
16405,1,16,  1d 22:06:34.16,  0d 06:05:0.06,0.456,0.075,3.927,8/10/2020 16:59
16406,1,16,  1d 22:06:44.16,  0d 06:05:10.06,0.456,0.075,3.927,8/10/2020 16:59
16407,1,16,  1d 22:06:54.16,  0d 06:05:20.06,0.457,0.075,3.927,8/10/2020 16:59
16408,1,16,  1d 22:07:4.16,  0d 06:05:30.06,0.457,0.075,3.927,8/10/2020 17:00
16409,1,16,  1d 22:07:14.16,  0d 06:05:40.06,0.457,0.075,3.927,8/10/2020 17:00
16410,1,16,  1d 22:07:24.16,  0d 06:05:50.06,0.457,0.075,3.927,8/10/2020 17:00
16411,1,16,  1d 22:07:34.16,  0d 06:06:0.06,0.457,0.075,3.927,8/10/2020 17:00
16412,1,16,  1d 22:07:44.16,  0d 06:06:10.06,0.458,0.075,3.926,8/10/2020 17:00
16413,1,16,  1d 22:07:54.16,  0d 06:06:20.06,0.458,0.075,3.926,8/10/2020 17:00
16414,1,16,  1d 22:08:4.16,  0d 06:06:30.06,0.458,0.075,3.926,8/10/2020 17:01
16415,1,16,  1d 22:08:14.16,  0d 06:06:40.06,0.458,0.075,3.926,8/10/2020 17:01
16416,1,16,  1d 22:08:24.16,  0d 06:06:50.06,0.458,0.075,3.926,8/10/2020 17:01
16417,1,16,  1d 22:08:34.16,  0d 06:07:0.06,0.459,0.075,3.926,8/10/2020 17:01
16418,1,16,  1d 22:08:44.16,  0d 06:07:10.06,0.459,0.075,3.926,8/10/2020 17:01
16419,1,16,  1d 22:08:54.16,  0d 06:07:20.06,0.459,0.075,3.926,8/10/2020 17:01
16420,1,16,  1d 22:09:4.16,  0d 06:07:30.06,0.459,0.075,3.926,8/10/2020 17:02
16421,1,16,  1d 22:09:14.16,  0d 06:07:40.06,0.46,0.075,3.925,8/10/2020 17:02
16422,1,16,  1d 22:09:24.16,  0d 06:07:50.06,0.46,0.075,3.925,8/10/2020 17:02
16423,1,16,  1d 22:09:34.16,  0d 06:08:0.06,0.46,0.075,3.925,8/10/2020 17:02
16424,1,16,  1d 22:09:44.16,  0d 06:08:10.06,0.46,0.075,3.925,8/10/2020 17:02
16425,1,16,  1d 22:09:54.16,  0d 06:08:20.06,0.46,0.075,3.925,8/10/2020 17:02
16426,1,16,  1d 22:10:4.16,  0d 06:08:30.06,0.461,0.075,3.925,8/10/2020 17:03
16427,1,16,  1d 22:10:14.16,  0d 06:08:40.06,0.461,0.075,3.925,8/10/2020 17:03
16428,1,16,  1d 22:10:24.16,  0d 06:08:50.06,0.461,0.075,3.925,8/10/2020 17:03
16429,1,16,  1d 22:10:34.16,  0d 06:09:0.06,0.461,0.075,3.925,8/10/2020 17:03
16430,1,16,  1d 22:10:44.16,  0d 06:09:10.06,0.461,0.075,3.925,8/10/2020 17:03
16431,1,16,  1d 22:10:54.16,  0d 06:09:20.06,0.462,0.075,3.924,8/10/2020 17:03
16432,1,16,  1d 22:11:4.16,  0d 06:09:30.06,0.462,0.075,3.924,8/10/2020 17:04
16433,1,16,  1d 22:11:14.16,  0d 06:09:40.06,0.462,0.075,3.924,8/10/2020 17:04
16434,1,16,  1d 22:11:24.16,  0d 06:09:50.06,0.462,0.075,3.924,8/10/2020 17:04
16435,1,16,  1d 22:11:34.16,  0d 06:10:0.06,0.462,0.075,3.924,8/10/2020 17:04
16436,1,16,  1d 22:11:44.16,  0d 06:10:10.06,0.463,0.075,3.924,8/10/2020 17:04
16437,1,16,  1d 22:11:54.16,  0d 06:10:20.06,0.463,0.075,3.924,8/10/2020 17:04
16438,1,16,  1d 22:12:4.16,  0d 06:10:30.06,0.463,0.075,3.924,8/10/2020 17:05
16439,1,16,  1d 22:12:14.16,  0d 06:10:40.06,0.463,0.075,3.924,8/10/2020 17:05
16440,1,16,  1d 22:12:24.16,  0d 06:10:50.06,0.463,0.075,3.924,8/10/2020 17:05
16441,1,16,  1d 22:12:34.16,  0d 06:11:0.06,0.464,0.075,3.924,8/10/2020 17:05
16442,1,16,  1d 22:12:44.16,  0d 06:11:10.06,0.464,0.075,3.923,8/10/2020 17:05
16443,1,16,  1d 22:12:54.16,  0d 06:11:20.06,0.464,0.075,3.923,8/10/2020 17:05
16444,1,16,  1d 22:13:4.16,  0d 06:11:30.06,0.464,0.075,3.923,8/10/2020 17:06
16445,1,16,  1d 22:13:14.16,  0d 06:11:40.06,0.465,0.075,3.923,8/10/2020 17:06
16446,1,16,  1d 22:13:24.16,  0d 06:11:50.06,0.465,0.075,3.923,8/10/2020 17:06
16447,1,16,  1d 22:13:34.16,  0d 06:12:0.06,0.465,0.075,3.923,8/10/2020 17:06
16448,1,16,  1d 22:13:44.16,  0d 06:12:10.06,0.465,0.075,3.923,8/10/2020 17:06
16449,1,16,  1d 22:13:54.16,  0d 06:12:20.06,0.465,0.075,3.923,8/10/2020 17:06
16450,1,16,  1d 22:14:4.16,  0d 06:12:30.06,0.466,0.075,3.923,8/10/2020 17:07
