,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPt Time,Temp 1,EV Temp,Unnamed: 10
221492,601,29,2046065.04,0.07,0.0,0.00015,2.5620700000000003,07/14/2019 7:09:19 AM,27.08,0.0,
221493,601,29,2046075.04,10.07,0.0002,0.075,2.63592,07/14/2019 7:09:29 AM,26.95,0.0,
221494,601,29,2046085.04,20.07,0.00041,0.075,2.67208,07/14/2019 7:09:39 AM,27.0,0.0,
221495,601,29,2046095.04,30.07,0.00062,0.075,2.6994,07/14/2019 7:09:49 AM,26.93,0.0,
221496,601,29,2046105.04,40.07,0.0008300000000000001,0.07501000000000001,2.7225900000000003,07/14/2019 7:09:59 AM,27.02,0.0,
221497,601,29,2046115.04,50.07,0.0010400000000000001,0.075,2.74258,07/14/2019 7:10:09 AM,26.95,0.0,
221498,601,29,2046125.04,60.07,0.00124,0.075,2.76135,07/14/2019 7:10:19 AM,26.98,0.0,
221499,601,29,2046135.04,70.07,0.00145,0.075,2.77874,07/14/2019 7:10:29 AM,26.95,0.0,
221500,601,29,2046145.04,80.07,0.0016600000000000002,0.075,2.7953799999999998,07/14/2019 7:10:39 AM,26.98,0.0,
221501,601,29,2046155.04,90.07,0.00187,0.075,2.81125,07/14/2019 7:10:49 AM,26.98,0.0,
221502,601,29,2046165.04,100.07,0.0020800000000000003,0.075,2.82666,07/14/2019 7:10:59 AM,26.93,0.0,
221503,601,29,2046175.04,110.07,0.00229,0.075,2.84176,07/14/2019 7:11:09 AM,26.97,0.0,
221504,601,29,2046185.04,120.07,0.00249,0.075,2.85626,07/14/2019 7:11:19 AM,26.92,0.0,
221505,601,29,2046195.04,130.07,0.0027,0.075,2.8707599999999998,07/14/2019 7:11:29 AM,27.0,0.0,
221506,601,29,2046205.04,140.07,0.0029100000000000003,0.075,2.88403,07/14/2019 7:11:39 AM,26.93,0.0,
221507,601,29,2046215.04,150.07,0.00312,0.075,2.89685,07/14/2019 7:11:49 AM,26.95,0.0,
221508,601,29,2046225.04,160.07,0.0033299999999999996,0.075,2.9089,07/14/2019 7:11:59 AM,26.9,0.0,
221509,601,29,2046235.04,170.07,0.0035399999999999997,0.07499,2.92035,07/14/2019 7:12:09 AM,26.95,0.0,
221510,601,29,2046245.04,180.07,0.00374,0.075,2.93103,07/14/2019 7:12:19 AM,26.9,0.0,
221511,601,29,2046255.04,190.07,0.00395,0.075,2.94064,07/14/2019 7:12:29 AM,26.92,0.0,
221512,601,29,2046265.04,200.07,0.0041600000000000005,0.075,2.94949,07/14/2019 7:12:39 AM,26.87,0.0,
221513,601,29,2046275.04,210.07,0.004370000000000001,0.075,2.9578900000000004,07/14/2019 7:12:49 AM,26.92,0.0,
221514,601,29,2046285.04,220.07,0.00458,0.075,2.96506,07/14/2019 7:12:59 AM,26.9,0.0,
221515,601,29,2046295.04,230.07,0.00479,0.075,2.97208,07/14/2019 7:13:09 AM,26.9,0.0,
221516,601,29,2046305.04,240.07,0.00499,0.075,2.97818,07/14/2019 7:13:19 AM,26.92,0.0,
221517,601,29,2046315.04,250.07,0.0052,0.075,2.9845900000000003,07/14/2019 7:13:29 AM,26.87,0.0,
221518,601,29,2046325.04,260.07,0.00541,0.075,2.9899299999999998,07/14/2019 7:13:39 AM,26.89,0.0,
221519,601,29,2046335.04,270.07,0.00562,0.075,2.99542,07/14/2019 7:13:49 AM,26.85,0.0,
221520,601,29,2046345.04,280.07,0.00583,0.075,3.0007599999999996,07/14/2019 7:13:59 AM,26.9,0.0,
