,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPt Time,Temp 1,EV Temp,Unnamed: 10
121787,301,29,1071249.4,0.02,0.0,2.9999999999999997e-05,2.55535,06/18/2019 8:12:49 PM,27.4,0.0,
121788,301,29,1071259.4,10.02,0.0002,0.075,2.62753,06/18/2019 8:12:59 PM,27.4,0.0,
121789,301,29,1071269.4,20.02,0.00041,0.07499,2.66506,06/18/2019 8:13:09 PM,27.36,0.0,
121790,301,29,1071279.4,30.02,0.00062,0.07499,2.6936,06/18/2019 8:13:19 PM,27.4,0.0,
121791,301,29,1071289.4,40.02,0.0008300000000000001,0.075,2.71725,06/18/2019 8:13:29 PM,27.4,0.0,
121792,301,29,1071299.4,50.02,0.00103,0.075,2.73831,06/18/2019 8:13:39 PM,27.4,0.0,
121793,301,29,1071309.4,60.02,0.00124,0.075,2.75738,06/18/2019 8:13:49 PM,27.36,0.0,
121794,301,29,1071319.4,70.02,0.00145,0.07499,2.77523,06/18/2019 8:13:59 PM,27.35,0.0,
121795,301,29,1071329.4,80.02,0.0016600000000000002,0.075,2.79232,06/18/2019 8:14:09 PM,27.35,0.0,
121796,301,29,1071339.4,90.02,0.00187,0.075,2.80835,06/18/2019 8:14:19 PM,27.33,0.0,
121797,301,29,1071349.4,100.02,0.0020800000000000003,0.07499,2.82437,06/18/2019 8:14:29 PM,27.38,0.0,
121798,301,29,1071359.4,110.02,0.00228,0.075,2.8397799999999997,06/18/2019 8:14:39 PM,27.36,0.0,
121799,301,29,1071369.4,120.02,0.00249,0.075,2.85458,06/18/2019 8:14:49 PM,27.35,0.0,
121800,301,29,1071379.4,130.02,0.0027,0.07499,2.86862,06/18/2019 8:14:59 PM,27.3,0.0,
121801,301,29,1071389.4,140.02,0.0029100000000000003,0.075,2.88266,06/18/2019 8:15:09 PM,27.3,0.0,
121802,301,29,1071399.4,150.02,0.00312,0.07499,2.89578,06/18/2019 8:15:19 PM,27.26,0.0,
121803,301,29,1071409.4,160.02,0.0033299999999999996,0.075,2.90784,06/18/2019 8:15:29 PM,27.3,0.0,
121804,301,29,1071419.4,170.02,0.0035299999999999997,0.075,2.91958,06/18/2019 8:15:39 PM,27.3,0.0,
121805,301,29,1071429.4,180.02,0.00374,0.07499,2.92981,06/18/2019 8:15:49 PM,27.3,0.0,
121806,301,29,1071439.4,190.02,0.00395,0.07499,2.93927,06/18/2019 8:15:59 PM,27.28,0.0,
121807,301,29,1071449.4,200.02,0.0041600000000000005,0.07501000000000001,2.94781,06/18/2019 8:16:09 PM,27.26,0.0,
121808,301,29,1071459.4,210.02,0.004370000000000001,0.075,2.95621,06/18/2019 8:16:19 PM,27.23,0.0,
121809,301,29,1071469.4,220.02,0.00458,0.075,2.96307,06/18/2019 8:16:29 PM,27.26,0.0,
121810,301,29,1071479.4,230.02,0.0047799999999999995,0.07499,2.96933,06/18/2019 8:16:39 PM,27.28,0.0,
121811,301,29,1071489.4,240.02,0.00499,0.075,2.97559,06/18/2019 8:16:49 PM,27.26,0.0,
121812,301,29,1071499.4,250.02,0.0052,0.075,2.98169,06/18/2019 8:16:59 PM,27.26,0.0,
121813,301,29,1071509.4,260.02,0.00541,0.075,2.98672,06/18/2019 8:17:09 PM,27.23,0.0,
121814,301,29,1071519.4,270.02,0.00562,0.075,2.99237,06/18/2019 8:17:19 PM,27.26,0.0,
