,Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Current(A),Voltage(V),DPt Time,Temp 1,EV Temp,Unnamed: 10
227915,601,31,2110263.24,0.07,0.0,-0.00015,4.19585,07/15/2019 12:58:50 AM,26.91,0.0,
227916,601,31,2110273.24,10.07,0.0002,-0.07499,4.18944,07/15/2019 12:59:00 AM,26.93,0.0,
227917,601,31,2110283.24,20.07,0.00041,-0.07499,4.18746,07/15/2019 12:59:10 AM,26.93,0.0,
227918,601,31,2110293.24,30.07,0.00062,-0.07499,4.18593,07/15/2019 12:59:20 AM,26.96,0.0,
227919,601,31,2110303.24,40.07,0.0008300000000000001,-0.075,4.18471,07/15/2019 12:59:30 AM,26.94,0.0,
227920,601,31,2110313.24,50.07,0.0010400000000000001,-0.075,4.18379,07/15/2019 12:59:40 AM,26.94,0.0,
227921,601,31,2110323.24,60.07,0.00124,-0.07499,4.18318,07/15/2019 12:59:50 AM,26.88,0.0,
227922,601,31,2110333.24,70.07,0.00145,-0.075,4.18181,07/15/2019 1:00:00 AM,26.93,0.0,
227923,601,31,2110343.24,80.07,0.0016600000000000002,-0.075,4.1812,07/15/2019 1:00:10 AM,26.93,0.0,
227924,601,31,2110353.24,90.07,0.00187,-0.075,4.18074,07/15/2019 1:00:20 AM,26.94,0.0,
227925,601,31,2110363.24,100.07,0.0020800000000000003,-0.075,4.1799800000000005,07/15/2019 1:00:30 AM,26.93,0.0,
227926,601,31,2110373.24,110.07,0.00229,-0.07501000000000001,4.17922,07/15/2019 1:00:40 AM,26.93,0.0,
227927,601,31,2110383.24,120.07,0.00249,-0.075,4.17876,07/15/2019 1:00:50 AM,26.86,0.0,
227928,601,31,2110393.24,130.07,0.0027,-0.07499,4.17815,07/15/2019 1:01:00 AM,26.88,0.0,
227929,601,31,2110403.24,140.07,0.0029100000000000003,-0.075,4.1775400000000005,07/15/2019 1:01:10 AM,26.89,0.0,
227930,601,31,2110413.24,150.07,0.00312,-0.075,4.17708,07/15/2019 1:01:20 AM,26.91,0.0,
227931,601,31,2110423.24,160.07,0.0033299999999999996,-0.075,4.17662,07/15/2019 1:01:37 AM,26.91,0.0,
227932,601,31,2110433.24,170.07,0.0035399999999999997,-0.075,4.17617,07/15/2019 1:01:40 AM,26.89,0.0,
227933,601,31,2110443.24,180.07,0.00374,-0.075,4.17571,07/15/2019 1:01:50 AM,26.86,0.0,
227934,601,31,2110453.24,190.07,0.00395,-0.075,4.1754,07/15/2019 1:02:00 AM,26.84,0.0,
227935,601,31,2110463.24,200.07,0.0041600000000000005,-0.075,4.17464,07/15/2019 1:02:10 AM,26.88,0.0,
227936,601,31,2110473.24,210.07,0.004370000000000001,-0.075,4.174180000000001,07/15/2019 1:02:20 AM,26.84,0.0,
227937,601,31,2110483.24,220.07,0.00458,-0.075,4.173719999999999,07/15/2019 1:02:30 AM,26.91,0.0,
227938,601,31,2110493.24,230.07,0.00479,-0.075,4.17327,07/15/2019 1:02:40 AM,26.89,0.0,
227939,601,31,2110503.24,240.07,0.00499,-0.075,4.17296,07/15/2019 1:02:50 AM,26.93,0.0,
227940,601,31,2110513.24,250.07,0.0052,-0.075,4.17281,07/15/2019 1:03:00 AM,26.89,0.0,
227941,601,31,2110523.24,260.07,0.00541,-0.075,4.1722,07/15/2019 1:03:10 AM,26.86,0.0,
227942,601,31,2110533.24,270.07,0.00562,-0.075,4.17205,07/15/2019 1:03:20 AM,26.88,0.0,
227943,601,31,2110543.24,280.07,0.00583,-0.07499,4.1714400000000005,07/15/2019 1:03:30 AM,26.89,0.0,
227944,601,31,2110553.24,290.07,0.00604,-0.075,4.17082,07/15/2019 1:03:40 AM,26.88,0.0,
227945,601,31,2110563.24,300.07,0.00624,-0.07499,4.170669999999999,07/15/2019 1:03:50 AM,26.89,0.0,
227946,601,31,2110573.24,310.07,0.00645,-0.075,4.17052,07/15/2019 1:04:00 AM,26.91,0.0,
227947,601,31,2110583.24,320.07,0.006659999999999999,-0.07499,4.16991,07/15/2019 1:04:10 AM,26.89,0.0,
227948,601,31,2110593.24,330.07,0.00687,-0.075,4.16991,07/15/2019 1:04:20 AM,26.86,0.0,
227949,601,31,2110603.24,340.07,0.0070799999999999995,-0.075,4.1696,07/15/2019 1:04:30 AM,26.84,0.0,
227950,601,31,2110613.24,350.07,0.0072900000000000005,-0.075,4.16899,07/15/2019 1:04:40 AM,26.89,0.0,
227951,601,31,2110623.24,360.07,0.007490000000000001,-0.07501000000000001,4.16869,07/15/2019 1:04:50 AM,26.88,0.0,
227952,601,31,2110633.24,370.07,0.0077,-0.075,4.16838,07/15/2019 1:05:00 AM,26.91,0.0,
227953,601,31,2110643.24,380.07,0.007909999999999999,-0.075,4.16793,07/15/2019 1:05:10 AM,26.88,0.0,
227954,601,31,2110653.24,390.07,0.00812,-0.075,4.16747,07/15/2019 1:05:20 AM,26.93,0.0,
227955,601,31,2110663.24,400.07,0.008329999999999999,-0.075,4.16747,07/15/2019 1:05:30 AM,26.86,0.0,
227956,601,31,2110673.24,410.07,0.00854,-0.07499,4.167009999999999,07/15/2019 1:05:40 AM,26.89,0.0,
227957,601,31,2110683.24,420.07,0.008740000000000001,-0.075,4.1667,07/15/2019 1:05:50 AM,26.88,0.0,
227958,601,31,2110693.24,430.07,0.00895,-0.075,4.1664,07/15/2019 1:06:00 AM,26.91,0.0,
227959,601,31,2110703.24,440.07,0.00916,-0.075,4.1660900000000005,07/15/2019 1:06:10 AM,26.91,0.0,
227960,601,31,2110713.24,450.07,0.00937,-0.075,4.16564,07/15/2019 1:06:20 AM,26.93,0.0,
227961,601,31,2110723.24,460.07,0.00958,-0.075,4.16564,07/15/2019 1:06:30 AM,26.96,0.0,
227962,601,31,2110733.24,470.07,0.00979,-0.075,4.16518,07/15/2019 1:06:40 AM,26.86,0.0,
227963,601,31,2110743.24,480.07,0.00999,-0.07499,4.165030000000001,07/15/2019 1:06:50 AM,26.91,0.0,
227964,601,31,2110753.24,490.07,0.0102,-0.07499,4.164569999999999,07/15/2019 1:07:00 AM,26.88,0.0,
227965,601,31,2110763.24,500.07,0.010409999999999999,-0.07499,4.164569999999999,07/15/2019 1:07:10 AM,26.96,0.0,
227966,601,31,2110773.24,510.07,0.010620000000000001,-0.075,4.16381,07/15/2019 1:07:20 AM,26.91,0.0,
227967,601,31,2110783.24,520.07,0.01083,-0.075,4.16365,07/15/2019 1:07:30 AM,26.99,0.0,
227968,601,31,2110793.24,530.07,0.011040000000000001,-0.075,4.1635,07/15/2019 1:07:40 AM,26.94,0.0,
227969,601,31,2110803.24,540.07,0.01124,-0.075,4.16289,07/15/2019 1:07:50 AM,26.99,0.0,
227970,601,31,2110813.24,550.07,0.01145,-0.07499,4.16289,07/15/2019 1:08:00 AM,26.94,0.0,
227971,601,31,2110823.24,560.07,0.01166,-0.075,4.1624300000000005,07/15/2019 1:08:10 AM,26.99,0.0,
227972,601,31,2110833.24,570.07,0.01187,-0.075,4.16228,07/15/2019 1:08:20 AM,26.98,0.0,
227973,601,31,2110843.24,580.07,0.01208,-0.07499,4.16213,07/15/2019 1:08:30 AM,27.01,0.0,
227974,601,31,2110853.24,590.07,0.01229,-0.07499,4.16182,07/15/2019 1:08:40 AM,27.03,0.0,
227975,601,31,2110863.24,600.07,0.012490000000000001,-0.07499,4.16182,07/15/2019 1:08:50 AM,27.01,0.0,
227976,601,31,2110873.24,610.07,0.0127,-0.075,4.16167,07/15/2019 1:09:00 AM,27.06,0.0,
227977,601,31,2110883.24,620.07,0.01291,-0.07499,4.16121,07/15/2019 1:09:10 AM,27.03,0.0,
227978,601,31,2110893.24,630.07,0.01312,-0.075,4.16106,07/15/2019 1:09:20 AM,27.08,0.0,
227979,601,31,2110903.24,640.07,0.013330000000000002,-0.075,4.1599900000000005,07/15/2019 1:09:30 AM,27.03,0.0,
227980,601,31,2110913.24,650.07,0.01354,-0.075,4.1603,07/15/2019 1:09:40 AM,27.04,0.0,
227981,601,31,2110923.24,660.07,0.01374,-0.075,4.15984,07/15/2019 1:09:50 AM,26.94,0.0,
227982,601,31,2110933.24,670.07,0.01395,-0.075,4.15984,07/15/2019 1:10:00 AM,27.04,0.0,
227983,601,31,2110943.24,680.07,0.014159999999999999,-0.07501000000000001,4.15969,07/15/2019 1:10:10 AM,26.98,0.0,
